Taxa	1-FH	1-UB	1-Abd	2-FH	2-UB	2-AC	2-PC	3-FH	3-UB	3-AC	3-PC	3-Abd	4-FH	4-UB	4-AC	4-PC	4-FA	5-FH	5-UB	5-AC	5-PC	5-FA	6-FH	6-UB	6-AC	6-PC	7-FH	7-UB	7-PC	7-FA	8-FH	8-UB	8-AC	8-PC	8-FA	8-Abd	9-FH	9-AC	9-PC	10-FH	10-UB	10-FA	10-Abd	11-FH	11-UB	11-PC	11-FA	12-FH	12-UB	12-AC	12-Abd
SMGC_303	0.000118476763864266	4.07709166191554e-05	0	6.91343488799487e-05	0	0.000314457285863277	0	9.1160830638392e-05	0	0.00241187807940293	0	0	7.12184753526352e-05	0.000108991983418639	0.00406536087395068	0.000516109893737463	0.000342911183184814	8.98227018534291e-05	0	0.000828079605110094	0.00127927706631688	0.000415706505943579	4.98984321780511e-05	0	0	0	4.58528014429916e-05	0	0.00125842854939051	0	0	6.07208347322519e-05	6.83591760574102e-05	0	6.96107350841297e-05	0.000182193338113823	0.000390725597441687	0.000266856312908856	0	0	1.25379205224472e-05	0.000198791969624958	0.000763122988142875	1.07438090547595e-05	1.58289834455242e-05	6.54423782021177e-05	0	7.98691107167692e-05	0	0	0
SMGC_304	3.12047502485877e-06	0	1.19935950036839e-05	1.0161554219378e-06	0	9.87183214495337e-05	0	0.000443816833993966	0.000203685960149348	0.000210560305792459	0.00689168217495682	0.00605561418279296	0	0	0	3.59319905648672e-05	9.24426912287518e-05	5.14033847858749e-06	3.93807690117291e-06	6.5185177638493e-05	0	5.58985824096814e-05	1.70134420219995e-06	0	0.000126446291292542	0	2.22123752486754e-06	0	0	0	1.42467139405326e-05	0	1.64331685378468e-05	0	0	0	6.65882289329707e-05	0	0	2.43131996383751e-07	0	5.29237765069471e-05	0.00010081466764939	1.93038097558151e-06	2.3681970352259e-06	0	0	3.1345090280047e-06	0	1.86691754202983e-05	0
SMGC_305	0.000114186146711195	4.40968487213882e-05	0.000230275270202723	8.47484327868019e-05	5.3088064522483e-05	0.00177511234910846	0.000598652480118541	0.000495157854338876	0.000114937867157499	0	0.00638309312178005	4.96227619870074e-05	4.14671223261055e-05	8.98159150801303e-05	0	0.000104061532233813	0	0.000205906178780463	7.89399630752867e-06	0.00105250405450746	0.00124910500210467	0.000905431233387434	0	0	0	0.000567451132211915	4.52319393623985e-05	0	0	0	3.65831699032842e-05	0	4.30857237680412e-06	0.000432777290529921	0	0	0.00199299571636289	0.0339539585456608	0	6.26628411251073e-05	0.000187320859386047	0.00269487380000327	0.0121364143871918	1.87855888074469e-05	5.09442150036758e-05	0	1.57879830210804e-05	0.000217301042405465	3.98109146315214e-06	0.00700368605570064	0.000230710412265726
SMGC_314	2.56005117688096e-05	1.38526957311872e-05	3.84080511782228e-05	8.35408918391088e-05	0	0.00157319726661819	0	3.80799906698734e-06	0	0.00972239422264574	0	0	0.000350735607080047	0.000139172382133256	0.0191765993812136	0.00203232455389947	0.00355384652748169	0.00544014073023167	0.000118158981339571	0.0278016136238145	0.030411407157604	0.0298148072193127	0.000530249168972586	3.35778687026909e-05	0.00245618502666679	0.00419013947679357	1.50210510276025e-05	0	0	0	0.000271997202759276	0.000789717401843096	0.000375441248547057	9.65548319838199e-05	0.00114710132374879	0.000870867109888121	0.00744701440686184	0	0	0	0	0	6.95445835867808e-05	1.24028504432806e-05	7.71019452850583e-05	0	0	4.4148725549066e-05	8.41630138292005e-06	6.51154544255884e-05	7.19354001213327e-06
SMGC_316	8.83576977389287e-06	0	2.18220479191959e-06	3.26945509913651e-06	0	0.0010819720650511	0	7.92483805310118e-06	2.00475190039421e-06	0	0	0	5.09043156483097e-06	0	0.000247454164863152	2.96946084358751e-05	0.000154240740181633	0.00270438871132295	3.23313629726854e-05	0.0360046662202175	0.0575555177369008	0.0355721799945445	4.67178269634396e-05	0	0	0	9.73644008343349e-07	0	0	0	0	0	0	0	0	0	0.00237687681273865	0	0	0.000389676642034383	0.000486273758259232	0.00342201785704458	0.0147324512473823	0	0	0	1.08079409912013e-05	6.6139708106578e-06	0	3.1180855979587e-05	2.82997411804702e-05
SMGC_324	1.9825976629311e-05	0	0	0.000137726760766772	0.000508739552707025	0.0740199826479432	0.00263897492484962	0	0	0.0100007054219414	0	0	6.48251071134267e-05	0.000290479756171213	0.0138398767081	0.00201106870418164	0.00186242141083087	1.19483531328326e-05	1.85807846406472e-06	0	6.04451394427244e-05	0.000317578291000011	0	0	0	0	5.04280050595233e-06	0	0	0	9.59349040508231e-06	0	0	0	0	0	0.00106647991438981	0	0	2.98998507819108e-05	2.75519460054958e-05	0.000374244942740994	0	1.34122769556355e-06	8.10870590994693e-06	2.70768045151088e-07	0	3.00420629328155e-06	0	0	4.40044984405519e-06
SMGC_326	5.22275697233809e-05	5.36903151424421e-05	1.38225924787966e-05	1.61078520058945e-05	0	0.000568962988588351	0	0	1.18288659838117e-05	0	0	0	1.9027060222363e-05	8.11148503006749e-05	0.00139054079463785	0.000109732927667669	0	0.000379490907850548	4.54825307419391e-05	0.0060355563931472	0.00739187064401707	0.00493111144264554	0.000360340876246441	1.07908107227518e-06	0.000953665651585792	0.00146781817935937	2.91626040989323e-05	6.23178705909403e-05	0	0	0.000153226938355975	0	5.11625572610123e-05	0	0.000227507366692073	0.000146394576548678	0.00156683168239405	0.000638985364420712	0.000140675434695935	0.000278743365201899	0.000636619512754652	0.00325047910336751	0.00617271220923452	4.71405494961282e-05	0.000238530982913918	0.000403611014844403	0.000509762390415054	4.38769002709552e-05	2.47887836579368e-05	1.065493322754e-05	1.70025363202471e-05
SMGC_329	0	0	3.58304501839697e-06	2.55024533546505e-05	0.000105488381746787	0.000420503957173897	0	0	0	0.00170588075189267	0	0	1.90019942590093e-05	3.94799773849512e-05	0.00399504000542228	0.00029485432727869	0.000554992397783699	6.1887064129975e-05	5.51089128030099e-07	0.000956546628400819	0.000410334427206562	0.00114050568559486	9.07451160097009e-06	0	0	0	0	0	0	0	2.45582431536545e-06	0.000167182696435307	6.83509175235205e-05	0	0.000145825303640013	0.000157640735762031	0.00072176606812	0	0	0	0	0	0	0	0	0	5.08272381996919e-06	4.42256480393051e-06	0	1.77023404150126e-05	3.75054125239535e-06
SMGC_33	1.31721617385419e-05	0	0	0	0	9.6181305258785e-05	0	3.44622193047641e-05	3.35164393663041e-05	4.01730436818825e-05	0.00899196138359106	0	0	8.88835543902005e-06	0.000109098656665543	8.07822284985295e-05	0	3.16531847956577e-07	0	0.000188223450731692	0.0004229262459957	0.000114389789834439	0	0	0	0	3.20004807730491e-06	0	0.00254658852184429	0.000184053485665499	0	0	0	0.000183398755031542	4.1977085925417e-05	4.72681838315732e-06	0	0.00387157985397274	0.000867755764198456	2.53704791584772e-05	0	0.000355519865558786	0.00162386515567858	0	0	0	1.79362332901827e-07	3.14106589827615e-06	0	1.97435227954682e-05	2.23972187133452e-05
SMGC_332	0.0071441022002416	0.000533351893504486	0.000129910267071884	0.000157405214645757	0	0	0	0.000338567081699409	0.000103230023257724	0.00716169809957079	0	0.00195324001786371	0.0104289319927375	0.00116159108409343	0.00519998821861653	0.000378595825726819	0	0.00308703660784093	0.000698125672755147	0.00375565863325836	0.000418190517770653	0.00965205888682626	0	0	0	0	0.0190936562492082	0.00090184880331242	0.00795865887294735	0.00110373087145342	0.0281480215821787	0	0.000575349751639411	0	7.33578217679068e-05	0	0.00937787411815812	0	0	0.0220513872776597	0.0003694716118535	0.000454918847639456	0.00568703461734646	0.00612893842577183	0.00133102695508621	0	0.000475976871469067	0.008254793593556	0.000439423310743761	0.000701373125571196	0.000178451222187279
SMGC_334	0.000218449409324679	0	0	0	0	0.000307950316079552	0	8.82077390689847e-05	0.000222785004176344	0	0	0	0	1.44359268459016e-05	0.000901426809967599	7.13378258504607e-06	0	0	0	0.000177997844777388	0	0	0	2.00225795371111e-06	0	0	0.000141231728543269	0	0	0	0	0	0	0.000448246705503841	3.88928695935257e-05	0	0.000818655431003279	0	0	0	0	0.00013452113494354	0	0	8.65334070846543e-05	1.41191075601974e-05	0	0	0	0	2.69061295116054e-05
SMGC_336	4.85714612368839e-05	0	1.40177044084358e-05	4.91071802766426e-05	0	0.000664271106859159	0	3.86626211277075e-06	8.01482630701528e-06	0	0	0	0	1.39372525008452e-05	0.000566768818215381	3.4642468133953e-05	0	1.71879635799984e-05	1.72024842837284e-06	0.000412075173519613	0	2.33809624325346e-05	0	0	0	0	0.000160931336622349	0	0	0	0.000225181137359305	0	4.76471393971985e-05	0	0.000131849001336686	0	0.00036941734302648	0	0	4.32152587094637e-08	0	0.000137482820846137	0	4.19734757797095e-06	1.04284069659446e-05	0	0	2.37636688094005e-06	1.42307607148178e-06	0	2.01546286237486e-05
SMGC_337	0.000200190897356047	4.33432596888645e-05	0.000375609472127132	3.33166734661648e-05	0	1.47451247457405e-05	0	0.000256812706781413	2.37900891438861e-05	0.00101796485343751	0	0.000963286075199987	3.88486483835757e-05	4.09135363982416e-05	0.000176704231773693	2.28341513942123e-05	0	0.00144578266353369	7.17554281388623e-07	0.00146413794717832	0.00148131108556922	0.000800423663793431	0	0	0	0	8.40122913471761e-05	0	0	0	0	0	2.78126188963059e-05	0.00137290209545837	0.000128987845437413	0	0.000614555861060835	0.00461267514472662	0	0.000166612838573051	0	0.000168029514976184	0.00249732094274504	2.05548802096069e-05	3.37580814270937e-05	0	0	0.000390111927794109	3.22336991919792e-05	0.000869451704323033	0.000391568638427249
SMGC_338	3.31115502450824e-05	0	7.75607501004771e-05	6.9628796829789e-06	0	0.00134267425338463	0.000849720733222316	0	1.09412788067516e-06	0.000332715428477283	0	0	0	3.90253511770218e-05	6.85749646924087e-05	2.13319772739904e-05	0	2.21617415085298e-06	0	0	0.000199261449133825	5.61808507227009e-05	0	5.8677457955149e-06	0	0	2.45634807411325e-06	0	0.00259185877436041	0	9.6129746089175e-05	0.000358344398036523	8.03280930939192e-05	0.00774788985547691	0.000198284506490709	0.00108103413228567	0.00117556321289579	0	0	0	1.2214138965246e-05	2.23243704301681e-05	0	1.41135815774449e-05	0.000110080000192781	0.00269890149225152	0	6.83764709936983e-06	0	6.02515410278316e-05	4.31649739326227e-05
SMGC_340	4.72311717508409e-05	0	0	2.36869833858464e-05	0	0	0.000206182422708045	7.09427450818772e-05	0	0.000780126431429769	0	0	0	0	0.00527768427609316	0	0	0	0	0	0	0	0	0	0	0	6.6480842211371e-05	0	0	0	0	0	0	0	0	0	0.237934144180429	0	0	0	0	0	0	0	0	0	0	3.27807085067118e-05	0	0.000959093253462936	2.58893323488052e-05
SMGC_343	0.00146575606431203	0.000175955675835927	0.000918465901065867	0.00112404773434307	0	0	2.49467703970774e-05	0.00291828474901112	5.96410427719429e-05	0.0072317957553277	0	0.00143484402563005	0.000945994033111052	0.000363981249343998	0.00325399090356603	0.00022190063249311	0	0.0610678588893524	0.000382037110431474	0.0236623746487941	0.00803145288850399	0.0184263731455927	0	0	0	0.0185694885441059	0.00244292008876099	2.29882035025167e-06	0.011405311028087	8.13522706188258e-06	0.00125952054076647	0	0.000452915493612277	0	0.00122811164717301	0.000951573625913893	0.0150006345803758	0	0	0.00288243019999585	0.000252543909412204	0	0.000518207614993686	0.00073363215973167	0.000288128694734297	0.000937577533215949	0.00040698165165464	0.00422281502299243	0.000104130495942099	0.00376584152534154	0.0013371827154096
SMGC_345	0	0.108194289656546	0	0.0838356626029926	0.113439452162008	0	0	0	0	0.693367112191725	0	0	0.0125527100947349	0.201960636860745	0	0.021125090249395	0.0579242596281655	0	0.00623303175981027	0	0	0	0.208543042753758	0.00948794982264398	0	0	0	0.160401061464734	0.41206283325338	0.211118918636949	0.0752098713096689	0.142190478415019	0.0108983852994781	0	0.0211802101916849	0.0743255807188201	0	0	0	0.174468401521594	0.738956627275462	0	0	0	0.0906369398624716	0	0	0	0.262972959569967	0	0
SMGC_35	0	1.06397862416975e-05	1.19526001390598e-06	8.13071482387748e-06	0	0.000826711304225304	0.000134235086951041	0.000101788256881374	5.87983788705657e-05	6.17430222048681e-05	0.028956656734188	0	2.82699351145012e-06	4.89503728085792e-06	0	5.16255376304295e-06	0	7.6653253514195e-06	1.17941723720889e-07	4.57562544210744e-05	0.000301958628057621	8.48468629163907e-05	0	0	0	0.000693718290889813	0	0	0	0	0	0	0	7.9550032179582e-05	0	0	0.000388365279925196	0.00354406771251455	0	9.64486951556039e-06	0	0	0.000681792237383301	3.33405548476979e-06	0	1.37347349599105e-07	0	0	9.87473485675953e-07	1.36687985137603e-05	1.48541065049548e-05
SMGC_357	3.0406707518272e-05	0	5.63435613456052e-06	0	0	0.000178313057515619	0	0	3.11180481634636e-06	0	0.000180924378300224	0.000237384661688131	0	3.47404776782159e-07	0	0.000199375312451846	0.00020699816227439	0	1.35200124757104e-05	0.000775802508629862	0.0146994939029318	0	0	0	0	0	1.56406974202739e-05	0	0	0	0	0	0	2.93715602264765e-05	0	0	3.1062573621193e-05	0	0	0	0	7.34197211302296e-05	0.000112577547250443	9.12813144081258e-07	7.42078124736666e-06	0	0	0	0	0	2.02985445627158e-05
SMGC_36	0.0249481724792217	0.0226571245082257	0.000719695638688372	0.000525321711561597	0	0	0	0	0	0.0347531983687408	0	0.0199035417846694	0	0.0234066341334971	0.00337020533418257	0.00123391170129945	0	0.000980113623246966	0	0	0	0	0.00106646679845124	0	0	0	0.00494267232096594	0	0	0	0.00962344056564912	0	0	0	0	0	0	0	0	0.01009355799217	0.0283495001231002	0.000717035532590509	0	0.00380110306568504	0.00636531999317065	0	0	0.0142333366705862	0.0121120425993849	0.00151342545523925	0.0032000444451231
SMGC_362	2.94875361045127e-06	2.77976129808375e-05	4.35665577917579e-05	2.27043342737196e-06	2.12019373637217e-05	0.000558314715522062	0.000231825648876783	2.19909985331741e-05	1.32433068981284e-05	0.000125429388813942	0.00362420931992346	0.00028724643739436	0	1.16641139671554e-05	8.52386824900511e-05	1.12048149230616e-05	2.41402598808967e-05	1.01274165580035e-05	1.66523114148303e-05	0.000470854770059908	0.00272224765379779	0.000698323303993602	1.33955319926974e-05	3.2621394674696e-06	5.33032007355358e-05	0.000157181585778951	0	0	0.0003532249665858	0	0	3.46189125140636e-05	0	0.000180871363793229	0	0	0.000610723773236712	8.4560818143739e-05	0	1.41727678563762e-05	3.2458695633386e-05	0	0	4.6881179860385e-06	0	0	0	0	7.51777883041893e-06	3.49424916920943e-05	4.31391604532176e-05
SMGC_37	9.2513414931861e-06	4.37776329658347e-06	0	9.75017738063393e-06	0	0.00151212259599866	0.000513556956835355	1.12248141010106e-05	2.86337046644191e-05	0	0	0	1.1429531342027e-05	0	0	0.00019526268239741	0.000224740067696422	3.31187062871317e-05	0	0.000895017250924167	0.00246036947417914	0.000415929772370719	3.25424579233546e-06	0	0	0	0	0	0	0	1.76627391677249e-05	3.45429931944603e-06	0	0	0	0	0.00234949079066008	0	0	2.92861263163436e-06	0	0.000479833334991049	0	7.7689914649638e-07	1.56338177613907e-05	2.59684497080673e-05	4.27362496959708e-05	7.96444110156324e-06	1.49834583228294e-05	3.46954067383019e-05	1.50320774843831e-05
SMGC_375	0	0	2.15582710336547e-05	6.96249385982732e-06	0	0.00141943731940413	0.00387961906120937	0	0	0.000180983899236874	0	0	0	1.1501321287212e-05	0.000326885083466764	0	0	0	0	9.60375247749015e-06	0	0	8.9223109933268e-06	2.25609562292326e-06	0	0	0	0	0.000885657387363518	0	0	0	0	0.00407618291825819	0.000220875646733002	0	0	0	0	4.94210304652164e-07	0	4.21842171153616e-05	0.000219085772760426	1.36078119726973e-06	1.09821526365541e-05	0.000435625024522197	1.64931927116213e-05	0	0	7.13613546802327e-06	5.44312478907891e-06
SMGC_38	7.79293145158258e-05	1.8997914350874e-05	0.000139729506952552	0	0	0.000292599684569972	5.14808752767371e-06	0.000225182574827504	5.92614330208715e-06	0	0	0.000722309008235716	2.38147803001566e-05	2.47284106119485e-05	0	0.000110356957048397	0	0.000558319055954765	0	0.000994264942581861	0.000587642402189968	0.00063492362652534	0	0	0	0.000222070497343334	9.56836128757793e-05	0	0.000644732293599001	0	0	0	0	0	0	0	0.00300661334635437	0.0100320590240726	0	0.000152393134067043	7.35729770908159e-05	9.27098109179345e-05	0.00257580404890971	2.50787195872099e-05	1.81102011881611e-05	0	0	0.000213470374104756	8.90599889689715e-06	0.000458432888213263	0.000129783783231396
SMGC_383	4.72105879882237e-05	0	7.91081219288782e-06	7.55090663519072e-05	0	0.000538388133980388	2.25039126649768e-06	7.75505259959667e-06	2.74028554453123e-06	0.00096664174479217	0	0	3.74272182299958e-05	7.39691725661517e-06	0	5.47818069662592e-06	5.81095939634858e-05	1.84570173860757e-05	4.1728925755861e-05	0.000759535245459013	0.000213694279680405	0.00266743348537379	0	0	0	0	7.24522347378376e-05	0	0	0	4.72235062352909e-05	0	4.67517615102597e-05	0	0	0	0.000465397605120877	0.000274812296926859	0	3.26165882232361e-05	0	7.31957659231773e-05	0	5.2340922476119e-06	0	1.69241277884672e-05	0	0	0	1.86007491852886e-05	1.38854464965657e-05
SMGC_384	2.29733797303995e-06	0	1.02820100085192e-05	4.95947001389012e-06	0	0.00265925385566514	0.000553188292735414	1.66390816919816e-06	7.38195440694485e-05	0.00893923348884005	0.0324564278744637	0	0.000103836838714462	0.00048083189834528	0.00480038635265272	0.00210944435908339	0	2.67012575370494e-06	2.71289515013415e-06	3.80559530847685e-05	0.000699826090330029	0.000173467793965747	1.86875884757197e-06	0	0	0	8.43965707727073e-07	0	0	0	0	0.000130220750766738	0	0	0	0	0.00109986364300994	0	0	0.000100131351281768	0.000173047490801088	0.000417198542855007	0	1.55887720170376e-05	0.000108116344139175	0.000369253891138511	0	1.54360174036976e-06	6.49448390871841e-07	0	4.40611038463571e-06
SMGC_385	1.21268495794886e-05	2.45206435139334e-05	4.06052218189699e-05	4.78057394553492e-08	2.79650769002954e-06	1.76149957630956e-05	0.000112792758004142	0	2.37871119125318e-07	0	0	3.86388138844145e-06	0	1.57927984838913e-05	8.30531499162365e-05	0.000151428110170901	0	5.13264609309342e-08	0	8.70510777824319e-05	0.000452426945156322	0	0	0	0	0	6.08530081417286e-06	4.30965612029832e-07	0.000731660471107842	0	0	0	6.22251304841121e-05	0.00879609333889434	0	0	0	2.55348672527523e-06	0	6.52377206206258e-07	0	5.74283581232413e-06	0.000109113880434158	1.43570895308103e-06	1.18698947884948e-05	0.000173526706792616	0	3.89008188673887e-06	3.66340771867415e-06	1.00499626715672e-05	1.90455302125989e-05
SMGC_390	2.61693245499396e-06	1.37357861828019e-06	0	0.000285977473787296	0.00122925569044789	0.167648767500275	0.0552074094072994	1.5694298526169e-05	4.06596691486696e-06	0.000442188462872745	0	0	0	1.78352414196348e-06	0.000872881163840062	3.08076582090199e-05	6.64239526080922e-05	2.90256049444938e-07	3.4192674496425e-06	0	0	0	0	0	0	0	1.42433751164484e-06	0	0	0	0	0	0	0	0	0	0.00195231553719108	0	0	1.45710176660711e-05	0	0.000599186135009501	0.000339885248379236	3.89439267849627e-07	6.53807354321437e-06	9.6519398287327e-05	0	3.40126222448429e-06	0	1.33151761701775e-05	0
SMGC_392	1.62808143677997e-05	2.25494723610976e-05	9.02788657414703e-05	0	0	0.00227197354435158	0	2.61788720603175e-06	6.95643678231931e-06	0.000179062302404284	0	0	9.34385662022544e-06	1.77545604109595e-05	0.000612957545289707	6.6379933757607e-05	0.000163202613129397	0	0	0.000236441266880282	6.44740282654151e-05	0.000443905838860097	0	2.1099174718859e-07	0	0.0111560077684896	4.60389833989562e-06	0	0.00100675715499561	0	0	0.000142195113269956	0	0	0	5.14454601733183e-05	0.000681344856967983	0	0	4.63922442050476e-05	0.00175879101250116	0.000995218277798326	0.00298407761718111	2.82847261860266e-06	8.13123652552863e-05	9.79345589732822e-05	0.000163326320910433	0	0	3.8171496383635e-05	6.67281819890072e-05
SMGC_395	0	7.59782254393469e-06	0	0	0	0.00204586434208669	0.00069198655337182	1.88223958298703e-06	3.0101920277935e-06	0.000719250050221279	0	0	4.86187050293447e-06	3.94713148007424e-05	0.0010790250222405	0.000214709482155584	8.35959436636573e-05	1.63028774127401e-06	9.53544550608571e-07	0.000582103333997404	0	0.000531958200061931	1.04391482059708e-05	0	0	0	2.51461051284319e-06	9.6288788747243e-07	0.000167281562322324	0	0	0.00024453802738223	0	0.00295968319793284	0	9.56740049284678e-05	0	4.88414885299166e-05	0	6.46526160288194e-07	0	1.53736533881271e-05	9.067137114944e-05	7.87305484803237e-06	0	0.000824670853301062	7.88721684792839e-05	1.03057414226872e-05	0	0	1.33038632198855e-05
SMGC_416	1.11226759223009e-05	1.74058500986694e-05	0	0.000122748851884661	0.000386486239711672	0.00136559523934386	0	5.19327413299221e-06	2.87795613190127e-07	0.000757025092936506	0	0	0.000107181357996691	2.20568648932808e-06	0	9.47372985036677e-06	0	0	5.28210002116131e-06	6.35589943737558e-05	0	0.00118997532129565	0	0	0	0	7.03380451577444e-05	0	0	3.97999333844263e-05	0.000137649295441148	0	1.16177611736371e-05	0	3.06667629336639e-06	0	0.000775576511524363	0	0	0	0	0	0	0	0	0	0	3.83801588042132e-06	0	2.99913986246807e-06	2.28663125009688e-06
SMGC_418	1.05796711194016e-05	1.74634900062473e-06	1.6882843151853e-05	2.90284238827127e-06	0	1.51786245545985e-05	0.000980409487661816	0	0	0.000276268797533161	0	4.30563331379978e-05	0	0	0.000163289925716779	0	0	0	4.37396040127796e-06	1.44295482476356e-05	0	0	0	0	0	0	7.5777331496562e-07	0	0.000277704464290064	0	0	0	0	0.00973671469744058	0	0	6.09397243502781e-07	0	0	0	0	0	0	0	2.0648095241983e-05	0.000114074155076429	0	1.67218045408859e-05	0	1.52061399628417e-05	4.31714246134708e-06
SMGC_434	0	0	6.20413097629535e-06	0	0	0.000118048415213688	0	0	8.86304425185049e-07	0.00186243636931163	0	4.7719319165065e-05	0	9.12042687558209e-05	0.00452128332746736	0.000325318033967616	0.00162756771568867	4.38733950252976e-05	5.94358205831267e-07	0.000222658826662107	6.74812818166917e-05	0	0	1.70301048673603e-06	0	0.000264363847610102	1.02575571889212e-05	0	8.65144021318538e-05	0	0	0	0.000146179243000379	0.000433101396561486	0	0	0.000831796703036169	0	0	0	0	0	1.77404613638708e-05	0	0	0	0	5.22443616251528e-06	0	1.31908004021553e-05	8.86304425185049e-07
SMGC_436	6.40327579659331e-05	1.3538317768932e-06	0.000112811713832483	0	0	0	0.00136101534093574	1.69711129596468e-05	2.6987295627932e-05	0.00115544639648438	9.95620410875414e-05	0.000200441202043089	0	4.72102059819237e-05	0.0029429175451701	3.37649494687376e-05	0.000363084168841274	0	0	0.000201674254987927	0.000626170140535461	9.84486424091772e-06	0	0	0	0	6.22628228054726e-05	0	0	0	0	0	0.000105295968705095	0.0126093689019025	2.96747803111303e-05	0	0.000886406665976958	0	0	0	0	0.000746156684449516	0.0105059895280132	9.35788611971607e-06	2.14866485969707e-05	0	0	0	0	7.44497608232936e-05	0.000293972899385144
SMGC_45	4.44953240331975e-05	0	1.19911667353656e-06	4.85566932677314e-05	0	0.000708873786527327	0	1.04668606284426e-05	0	0	0	0	0	0	0	1.43563237801842e-05	0	3.28172345650132e-05	6.20802690225534e-05	0.00130697434556014	0.000333434866084483	0.00114928448330055	0	0	0	0	4.99551558792959e-05	0	0	0	0	0	5.9831654049906e-06	1.21946545201184e-06	3.32880866057716e-05	0	0.000132076615775386	0	0	2.91045273156971e-06	0	0.000103488709742019	0.000179578235910364	2.4674566614694e-06	2.93016436442516e-06	0	0	0	0	3.3185003478488e-06	1.85232399989785e-06
SMGC_464	0.000132961353067224	0	1.97884606219048e-05	8.29391893098027e-05	0	0.000443911308136181	0	9.52056230940554e-06	0	0.00265949249787711	0	0	0.000590966040405616	3.66195844123787e-05	0.00368423786769113	5.03033064051389e-05	0.000336530963962843	3.84873515670189e-05	6.34210236128168e-05	0.0012617277475335	0.000363777836315802	0.00287550758394748	0	0	0	0	0.00012721450495334	0	0	0	0	0	7.35126230085541e-06	0	0.000210369212273475	0	0.000412167268642971	0	0	3.11759362557253e-05	0	0.000176642840361323	3.67648695883982e-05	3.87748771879337e-06	3.75839460869211e-06	0	0	1.21472357297702e-05	0	4.54331925426521e-05	1.4171469695856e-05
SMGC_469	1.65917701143418e-05	7.86147587175339e-06	0	8.88815558672715e-07	0	0.00108189953756138	0	2.4752130567741e-05	3.55234602764413e-05	0.00383402774530472	0	0.0014457130366158	3.04071399346832e-05	2.59761915241329e-05	0.00359045821995452	0.000350974544385095	0	5.89085671129188e-05	0	0.00226256996200481	0.00294785147002636	0.00217523816634545	0.00311792386168691	0	0.0295790072284079	0.0143150336374729	0	0	0	0	0	0	0	0	0	0	0.00526851465764025	0.0184311289356716	0.0151398888589634	6.41767732724886e-05	0	0	0	4.24965863671268e-05	0.000110950349616077	7.10550705699258e-05	0	9.79978527845391e-06	0	5.35694686497708e-05	3.37919741567075e-05
SMGC_473	2.59138952537651e-05	0	0	6.79714186704723e-05	0	0.00353248905099689	0	1.44532159375864e-05	2.6231242969382e-06	0	0	0	0	0	0	0	0	0	1.7772287844098e-06	0.000754202711411688	0	0	0	0	0	0	3.29670554319862e-05	0	0	0	6.52095153978914e-05	0	1.59633719834468e-05	0	0	0	0.00028806377295978	0	0	1.98056427934056e-06	0	4.61425643055762e-05	0	8.30362672098156e-06	6.0784666385393e-06	0	4.39373979088391e-05	2.89342666946457e-06	1.00364480970686e-05	0	8.09254615164832e-05
SMGC_481	1.4714465463644e-05	0	2.20641366721354e-05	4.22074914009388e-05	0.000504277958447018	0.000242150000875543	3.45834203990672e-05	0	0	0	0	0	5.29252204792671e-05	0	0	1.89464380914428e-06	0.000161596337989691	0.000102766617759496	3.02037116652456e-05	0.00292164987985335	0.000488975770154146	0.00380674729985948	6.98114505183319e-05	3.91571221315944e-06	0	0	8.64444803778743e-06	0	0	0	1.54038686213331e-05	1.75473981473736e-06	0	5.04553881031396e-06	0	4.28716593065648e-05	0.000739391576209035	0.000336950252065148	0.00424171787284051	4.73465118210441e-05	1.99876666112833e-05	0.000172082522241011	0	0	0	0	0	3.63704736788122e-06	8.83307583121731e-07	1.44135758498587e-05	1.06300818737844e-05
SMGC_485	6.67416679352115e-05	3.61166153537795e-05	0	0.000121588277594561	0.000137444633317486	0.00236020282565627	0	8.92586699991155e-06	0	0	0	0	0.000833746789574624	2.9585506860825e-05	0	0.000101765492098976	0.000167851471861317	1.62394745862787e-05	1.89356953809552e-06	0.000104250644796979	0	0	8.96839901978172e-05	1.30386445827044e-06	0	0	3.0892337130989e-05	8.52409518186937e-06	0	0	3.58542336192615e-05	0	0	0	0	9.96028293669083e-05	0.000573179700190688	7.46518701507611e-05	0	9.42635897022991e-06	3.8907451559031e-05	0	0.000108395109781557	2.53347423320077e-05	9.74339487588129e-06	0	4.60495480749137e-05	3.33335626081978e-05	3.9312539137236e-06	0	2.49670028593198e-05
SMGC_490	9.71951118861135e-05	0	4.70184421577681e-05	7.19085788963944e-05	0	0.00299927973157367	0	4.97352436068261e-06	0	0	0	0	0.00123057011723694	0	0	8.25864960949576e-05	0	8.69383364182448e-05	7.82715004024013e-05	0.00220024349290961	0	0.00693212157916922	0	0	0	0	2.6002668903188e-05	0	0	0	5.31054787858517e-05	0	2.95408921078844e-05	0.000183849058805335	5.44080652177829e-05	0	0.00142454245343764	0	0	7.63617225170783e-06	0	0.000238594293037775	0	7.70358114573039e-07	7.99213440707683e-06	0	0	2.16415681789667e-05	0	0	9.7446839648336e-05
