Taxa	1-FH	1-UB	1-Abd	2-FH	2-UB	2-AC	2-PC	3-FH	3-UB	3-AC	3-PC	3-Abd	4-FH	4-UB	4-AC	4-PC	4-FA	5-FH	5-UB	5-AC	5-PC	5-FA	6-FH	6-UB	6-AC	6-PC	7-FH	7-UB	7-PC	7-FA	8-FH	8-UB	8-AC	8-PC	8-FA	8-Abd	9-FH	9-AC	9-PC	10-FH	10-UB	10-FA	10-Abd	11-FH	11-UB	11-PC	11-FA	12-FH	12-UB	12-AC	12-Abd
SMGC_239	1.64460258021767e-05	1.91715797596896e-06	1.57879143345736e-05	1.45527119341323e-05	0	0.00279485667813058	0	3.40327229277772e-06	3.17440532569464e-06	0.0438764569368095	0	0	0.000280499721956252	0.00188047128499689	0.0715664517097258	0.00350853440009267	0.00669143840645748	6.41243844257723e-06	6.7350778258079e-06	0	0	0	1.08547229643966e-05	0	0	0	9.03413764295711e-06	0	0	0	6.0743521033095e-05	0.00057982151673323	0	0	0.000191500961870629	0.000914448110515866	0.00125834886462282	0	0	3.75712363992028e-05	2.74787348031518e-05	0.00116481993426413	0	5.02281322880355e-06	8.88879826619771e-06	9.07351411488712e-05	0	1.81743769126987e-05	6.35794859870135e-06	1.17078629879733e-07	3.1371107579086e-05
SMGC_24	3.37684203880413e-07	0	0	7.93899876915176e-07	0	4.93083397932315e-05	2.92979214715362e-05	1.28542722497056e-05	0	6.71829582482715e-05	0	0	0	3.43677864201994e-06	3.07427311296089e-05	0	0	7.25122613376815e-06	0	3.21977151474733e-05	9.89526610477307e-05	0	0	0	0	0.0185125912284931	9.36497039235926e-07	0	0.000138885839164848	2.93445551617259e-06	0	0	0	1.62387498809523e-05	0	0	5.05380753636442e-05	0.00531987911331558	0	8.86669751440014e-06	0	0	0	9.50023292475738e-07	2.02355823709278e-07	0	0	0	0	2.00059092558172e-05	1.11802606949088e-05
SMGC_241	3.03138261721608e-05	0	0.000135952328806155	0	0	0.00248367660339653	0.00234908460055192	0	0.00112856895446714	0.00695564966640772	0.00426069443367181	0.00650731930486649	0	0	0.00692206195417973	0	0.00345563288112032	0	0	0.0026482473870081	0.00373344083950473	0	0	1.96683820735147e-05	0	0	0.000858956680147806	0	0	0	0	0	0	0.00219623242803383	0	0	0.000233050645053011	0.00441362508926544	0	0	0	0.00307257487477586	0.00280589721148992	0	0.000230469349078149	0	0	0	0	0	0.000248437371796874
SMGC_244	5.52834070552293e-05	0	1.49563112015127e-05	0	0	0	1.56096508779637e-05	8.77952111649066e-05	4.64971130670078e-05	0.0044763617918113	0.00337565812295225	0.000753831262052047	0	2.87686335502302e-05	0.0163968145112693	0.000300239355050387	0.00150061736409243	0	0	0.00075416759146479	0.00164979217716452	0	0	0	0	0	0.000122318680559497	0	0	0	0	0	0.000178499022957319	0.00204854214172188	0	0	0.00141873188988256	0.00483678593208783	0	0	0	0.00140214296641961	0.000930313414452196	0	1.09350736684333e-05	0	0	0	5.10143606650209e-06	0	7.24109984617416e-05
SMGC_256	0	0	1.43884319647241e-05	0	0	0.00111704566015523	0.000318836293175602	0	0	0	0	0	0	2.50545053468429e-05	0	2.89695182415449e-05	0	5.48095646802459e-05	3.01478355715703e-06	0.00363018084030806	0.00151764091628608	0.00500219714299564	0.000181320290372698	3.29435276023157e-06	0	0	0	0	0.000120926176957513	0	0	8.50265706601799e-06	0	0	0	0	0.000710376775111754	0	0	0	0	1.97033874262116e-05	0	0	0	0	0	2.8432722127542e-06	0	0	1.88541642021636e-05
SMGC_258	7.27517174852012e-06	0	0	0	0	0.00204087656069867	0.000722747271434146	0	1.453514964449e-05	0	0	0	6.9882600400514e-06	4.4890587521953e-06	0	0.000203547324885985	0	1.67389618998349e-06	0	0.00736891372927007	0.0087850968797299	0.00464302287059136	0	0	0	0	0	0	0	0	7.36069415594953e-05	2.33785066934108e-05	0	0	0	0.000124146329325185	0.00841182522370927	0	0	4.47906008646986e-05	0	0.00110330673632008	0.00290511424696856	9.95038716714917e-06	5.71731007039498e-06	4.90686750356101e-06	1.31747797724075e-05	8.24880677533714e-06	7.99543746298981e-06	1.99302027347298e-05	4.36577473134366e-06
SMGC_262	1.03142640538306e-05	1.14173654766817e-05	1.3460506690089e-05	4.72584383760359e-06	1.65897068958556e-05	0.000625501036987322	1.81069991287402e-05	6.19985582105294e-05	5.9158653358984e-05	0.000707008795541601	0.0167294376233195	0	7.87404265258027e-05	3.3007994424026e-05	0.000412247421351391	0	0.000238506744449601	1.18773591592225e-05	1.86625385741191e-06	0.00461123416374729	0.00225721027777406	0.00497452467079964	3.70475582629383e-05	0	0	0	2.22174190333208e-05	0	0.00291606826391849	5.97778789526368e-05	7.5465544671913e-06	0	0	0.000293454507492187	0	0	0.000216488141125287	0.00728230180447403	0.00228902909514341	9.79393450538816e-06	3.05683976117664e-05	0.000226086314446453	0.00589416623862328	1.21845416308992e-07	2.00614193984713e-06	0	4.33460934089875e-07	0	1.71158176440642e-06	7.67692694838413e-05	1.92282546809538e-05
SMGC_265	2.21957184647054e-05	8.96636065334829e-06	0	4.28653375641633e-06	0	0	5.14193707714343e-06	3.60739910034825e-05	0.000905539969151507	0	0.00163550350290122	0.00829397503199727	3.63595882735346e-07	9.48764269153991e-06	0.000506248547151929	4.76989326309185e-05	0	8.5595963859953e-06	2.51586735152343e-05	0.00173551201393763	0.00180303946374418	0.000142358912530646	0	0	0	0	1.06183186516275e-05	0	0	0	0	0	0	0	0	0	0.00173785363020746	0	0	5.02821966573933e-05	0	0.000811511477289678	0.00158802730266678	4.40016625181078e-06	5.20152342704018e-05	0.000165016148632526	0	0	0	0	6.45051964995839e-06
SMGC_271	1.38939163848712e-05	0	2.48451585335475e-05	5.67195041879657e-06	0	0.000292209098374011	0	7.19200556860767e-05	5.17130009590774e-05	0.00146430295854971	0.0184204844560521	0	0.000166183203514139	0.000115758005185267	0	0	0.000409735739498381	1.00764126754813e-05	9.50554098265566e-06	0.00746392027786237	0.00443480855010201	0.00902661424046563	4.05982749213042e-05	0	0.000171052201936436	0.000243440613617493	1.42611517253967e-05	0	0.00368872814438555	0	0	1.99989800693841e-05	0	0.00040397668370789	0	0	0.000924035162750704	0.0135226504738732	0.00395693836067521	1.50101294986786e-05	5.20538111980288e-05	0.000852090365855211	0.00712969447124892	2.81213243004529e-06	4.24482018832758e-06	0	0	1.35414476498939e-05	1.2588322121338e-05	6.90706558091253e-05	2.67241397831123e-05
SMGC_275	9.70585235004082e-06	0	2.34185434472977e-05	2.67060961596021e-05	0	0.000380854041235088	3.59596859724865e-05	0.000125324515062497	6.03336905583926e-05	0	0.0282649948861803	0.00206466964869825	3.23070588578452e-06	3.90227615373131e-06	3.20133473181403e-05	1.70157766677566e-05	0	2.21425521708087e-05	3.12823861412988e-06	0.000189795170215335	0.000103864483959616	0.000255653711096208	8.06767411420077e-06	6.94938834149904e-06	3.78085430560466e-06	0.00106957183881854	0	0	0.000521950816967015	0	0	0	1.67297519691969e-05	0.000157597486138732	0	0	0.000488877837703903	0.00257650304839706	0	0	4.04086170611184e-06	6.48319193755843e-05	0.000567991155911033	1.26727461770052e-05	1.09464861268746e-05	0	0	3.38886888318494e-05	8.27281178083781e-06	0.000139022393039958	3.41966781652321e-05
SMGC_28	0.005964399895531	0.0056528530771576	0	0	0	0	0	0	0	0	0	0.00191272521825039	0	0.00607366155335028	0	0.000424226362905863	0	0.000149065640956143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00168733088278195	0.00549396100750089	0	0	0	0.000779613042345674	0	0	0.00235729598375742	0.00398386870063786	0	0.00156683612764616
SMGC_286	1.89486143398681e-05	0	3.06215658909339e-07	0	0	1.80526108323001e-05	0	0	1.89870488998794e-05	0.000144515492661452	0.00287204577958706	0.000701283630925708	0	2.45112097985961e-06	0	0	6.3808680989203e-05	0	0	0.000166083564295167	5.0470190227374e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69620836635266e-05	0	0.00589784379117985	0.000809757885508663	0	0	0	0.00289425977467773	0.00351505081621334	0	5.74897387654282e-06	0	0	0	0	2.21402890396916e-05	8.7387092881352e-06
SMGC_297	4.46838882670627e-06	1.78808692801509e-05	0	1.27780737089084e-05	0.000316705894884748	0.00142799017057205	0.000521912836259221	3.39610139996633e-06	1.75863385079359e-05	0.000567406714129204	0	0	7.13572909030561e-06	2.11460560854196e-05	0	0.000224228065184173	0	9.39242680393292e-05	4.95918204263616e-05	0.0234235014503	0.0438353299703822	0.0155246004532493	0.000105769426739147	6.0452765311726e-06	0	0	0	0	0	0	1.6151270164474e-05	0.000183836648863734	0	0	2.0419874521879e-05	0	0.000870762279183226	0	0	4.27492253848714e-05	0	2.7684516654044e-05	0.00115919646324909	2.45602328987591e-06	8.22824510251789e-06	0	0	0	0	2.27187771417591e-05	1.40777835462356e-05
SMGC_299	6.33136525288484e-05	0	1.40809425572089e-05	4.29944554244441e-06	0	0	0	0	0	0.000611080962983057	0	0	0	0	0	0.00014418682276018	4.61839525845394e-05	0.000315770243877616	0.000171561763213333	0.0305377947809452	0.0730400491685955	0.0321246197319786	7.49061795918266e-07	0	0	0	3.67737836366635e-09	0	0	0	2.15321700666019e-06	0	0	0	9.58291085072417e-06	5.92218832087231e-05	0.00273401480941098	0	0	8.88954140924864e-05	0.000277321624993437	0.00112181943099825	0.00480578726098464	5.57226533381495e-05	0.000134070204844701	0.000349151049249292	0.000117180898500458	5.38089318779264e-05	0	0	4.15262791673006e-05
SMGC_301	4.40927561239194e-06	0	9.93840968718601e-06	7.34377339520751e-06	0	0	0	0	0	0	0	0.000107720729125419	0	2.31713264173579e-06	0	1.28939087246143e-05	0	0.00090701296317344	0.000181282601395474	0.00615947156294039	0.00189091959512908	0.00552508506406455	0	0	0	0	0	3.64411212594357e-06	0	0	1.25300081963079e-06	0	0	3.56318409172966e-05	0	0	0.00064545813951707	0	0	0	0	2.83627208050623e-05	0	7.73834207386657e-06	2.85299886614281e-06	1.23004502402013e-05	0	0	7.49755733219101e-06	1.11256699636125e-05	1.38603695958534e-05
SMGC_302	0.000135267902429697	3.0282924261506e-05	2.30314215020998e-06	0.000179586275789273	2.03934507514091e-05	0.000381609745448129	0	0.000141100340948286	0.000131643762839915	0	0	0	0.000120668546641362	6.5345961370393e-06	0.00029375422832348	7.21991909678433e-05	4.55572753617869e-05	0.000359124690495557	0	0.00377074043161376	0.00530245626709284	0.00294396707946144	0.000249261916053925	0.000125910101985128	0	0	0.000163715868838432	1.95953755382034e-06	0	0	5.23923111492334e-05	0	9.22175716633832e-07	0	0	0	0.000558376913110629	0	0	3.8890380234575e-05	8.9379379053954e-06	0.00012889066142905	0	8.83520742858806e-06	5.01283866547799e-06	0	3.69146794936145e-06	0.000162133765571621	0	0	3.39875210429094e-06
