Taxa	1-FH	1-FH-PMA	1-UB	1-UB-PMA	1-AC-PMA	1-PC-PMA	1-Abd	1-Abd-PMA	2-FH	2-FH-PMA	2-UB	2-UB-PMA	2-AC	2-AC-PMA	2-PC	2-PC-PMA	2-FA	2-Abd-PMA	3-FH	3-FH-PMA	3-UB	3-UB-PMA	3-AC	3-AC-PMA	3-PC	3-PC-PMA	3-FA	3-Abd	3-Abd-PMA	4-FH	4-FH-PMA	4-UB	4-UB-PMA	4-AC	4-AC-PMA	4-PC	4-PC-PMA	4-FA	4-FA-PMA	4-Abd	5-FH	5-FH-PMA	5-UB	5-UB-PMA	5-AC	5-AC-PMA	5-PC	5-PC-PMA	5-FA	5-FA-PMA	5-Abd	6-FH	6-FH-PMA	6-UB	6-UB-PMA	6-AC	6-AC-PMA	6-PC	6-PC-PMA	6-FA	6-Abd	7-FH	7-FH-PMA	7-UB	7-UB-PMA	7-AC	7-PC	7-PC-PMA	7-FA	7-FA-PMA	7-Abd	8-FH	8-FH-PMA	8-UB	8-UB-PMA	8-AC	8-AC-PMA	8-PC	8-PC-PMA	8-FA	8-FA-PMA	8-Abd	8-Abd-PMA	9-FH	9-FH-PMA	9-UB	9-AC	9-AC-PMA	9-PC	9-PC-PMA	9-FA	9-Abd	10-FH	10-FH-PMA	10-UB	10-UB-PMA	10-AC	10-PC	10-FA	10-FA-PMA	10-Abd	10-Abd-PMA	11-FH	11-FH-PMA	11-UB	11-UB-PMA	11-AC	11-AC-PMA	11-PC	11-PC-PMA	11-FA	11-FA-PMA	11-Abd	12-FH	12-FH-PMA	12-UB	12-UB-PMA	12-AC	12-AC-PMA	12-PC-PMA	12-FA-PMA	12-Abd	12-Abd-PMA
other	17.1376883970379	14.0965483279914	24.7836632331483	29.511271731632	67.819758413003	419.930280351752	23.041616785896	21.4901635373781	35.1290806525459	26.4706687144217	64.6024552913885	171.300481036306	2725.87437929704	688.493585129348	730.988166156892	2269.40867796707	930.831719430248	1334.97245799466	28.0961543847666	27.7881166078702	26.8388777275495	22.091593112781	792.712483019481	1664.90512592279	226.692427024137	1497.11303326391	135.875685594	140.45601385644	174.824937818118	24.4180032690379	28.9657240523667	21.64107267541	11.3896329592934	956.555261353859	1341.53232132311	3014.83555938714	2844.74750813511	663.265818113351	679.093934039667	775.513953232856	3854.65640040874	2078.11659660495	949.762458084077	866.558885162773	3909.24606616967	1775.80346915117	15623.0069961595	10229.46208934	9105.16013381776	6074.43097703705	10479.0318524867	120.053683177703	101.442839799205	189.602231564564	181.346298695546	356.610947188491	602.903579206341	647.810796251808	1427.92436634521	373.191179254165	647.982094323064	19.1599143628182	17.3098842050424	20.4133722970567	22.6110003219661	72.1690430993142	183.00134735939	743.854301298871	80.7614264821977	171.295697606487	49.3914601253712	29.130390670286	29.4558407375449	422.278677588363	483.678436507721	744.467459637929	988.121557475111	506.248537099231	675.357940213257	373.727930577838	454.899759407539	413.358371657731	618.105066030221	3687.96438297876	32.5154001734153	19.3677179800055	292.307937881198	437.564577647277	476.000566844064	567.092685872044	268.666396867895	284.342239343727	384.91325048901	257.813558393766	729.593088369603	456.290496878634	27723.1926005354	19739.8451144302	32995.8145465028	4253.19238674642	20335.0827013799	4736.98118862318	21.8539924953664	20.4369868558068	38.1034383717596	21.8767674205113	359.888921431424	141.532883824856	645.543598174112	616.255541708186	180.293235955571	236.980231576827	143.293122329835	25.7419238922713	25.0730158415166	39.084223701962	39.8168282113089	30.4707443818594	51.0949363589861	528.27411208599	126.43327024928	30.6142326742067	11.4426510429492
other	16.7094352016367	11.4449035480319	20.5230166796833	11.1052847213661	90.6787774639721	755.416963690908	7.04771832380733	6.71355007549275	64.7033094939488	32.9235543643336	233.825413690238	252.367752684878	1122.45958529373	628.137995146932	1068.66201650869	1909.37565940815	3146.80212435678	1831.60106148533	4.10879396881085	5.76560196259324	4.26737277176845	4.89547568233788	815.922944324396	807.573651271265	205.071786165853	748.754404666455	87.4844463488439	101.245094455728	129.072651517046	22.8246068087848	20.905638663997	11.4741274451596	7.08519133409367	747.069606726125	1237.22412852389	2055.06601007125	1369.55170748931	532.698791487524	601.078578293355	308.402633068089	2544.92049185185	1495.0112335476	450.070241052312	432.242351642842	2413.25594688921	1219.94791400834	4987.70088035656	3623.31342142664	4180.98516498765	2920.68969563984	3730.28874880173	1256.26414096011	860.40817419978	1015.67472145973	808.200440232705	5569.77883178764	3172.35887888127	8010.54933822781	5412.82500086544	3484.43905968468	7003.73695000332	5.37041240731138	5.31953283635608	6.633912308473	10.2810545283962	58.9802088819007	197.639294693476	518.389044035206	110.410435495101	149.591958170804	25.9880957998451	21.0942000504053	20.617907995544	174.8070520964	220.403651420657	432.548335636995	765.687024931946	315.830777653855	1329.52687380212	320.738633249918	415.057432119039	343.502405088337	479.786432562099	9258.88892826093	53.3273268732171	10.656112365865	512.414130024046	663.049021396529	1837.63605216041	2853.65051959152	421.470554266459	368.908150831133	14.7192684775914	16.3878509153839	20.0645437704035	71.3997411954634	2694.01416321185	3568.19575424463	2636.29744301833	8145.96404473279	1742.67826925479	4069.57522623739	4.80917342211798	3.01297298400503	8.35839536768027	5.74203896181008	154.458530463543	117.65082970035	603.470334099298	705.533364483169	253.314259770039	283.142226065846	62.3443492307029	34.5022546454954	23.4754639731332	15.2993362455632	16.3948064867868	49.2880879386079	40.1203291355568	544.822173246165	164.183920097228	12.1277680550508	3.52978239147032
other	37.5535838503848	21.0118372882767	5.0041795476897	10.012610494613	99.9863938159741	747.414613198309	7.59212350973747	2.98765227892993	216.250038623183	394.281128128112	454.899734997007	814.392304144272	499.593202165775	509.467827136214	237.727272541461	208.366306964411	209.577774619022	458.86597888963	3312.52164475463	3269.18805988466	39.2797959713049	15.4442009940057	3618.64469767938	581.460354594804	2012.78579967982	1228.27679802963	352.098919995919	318.793021861218	187.89560131899	44.5917145145016	69.659909398771	15.2782954141822	7.54108406536968	8037.20306345479	3834.92122611039	4772.76930899957	3736.13213377613	1103.21512548924	752.433385991143	1197.24351373358	29.1343432816118	38.7905590281399	52.3940969590544	61.3631630196004	95.9341213988872	38.2467146572452	1538.74929305108	1142.1134264609	190.686357523129	227.825919850689	402.416600396768	85.7979171119224	348.697291269832	49.9458747409851	76.1032847613253	98.241225058749	181.390754935709	178.222970068317	236.976829536623	188.930969007181	77.7477138904149	174.608640594352	133.437465608464	35.9008518272841	50.4432920182151	484.027586147018	3971.80709429556	4379.39339049509	936.66601040095	1948.25359838979	746.612404088874	88.8716967328201	148.200508650504	313.938296963591	569.837686049823	1191.63742661826	859.896818588482	3538.28408831311	2285.560306051	501.475586055756	582.537420755605	753.31184126848	1200.4718912276	1320.89272332545	98.0554510643527	53.6190707411229	5254.78725372125	3746.67532427543	1946.99689428623	2304.02859038525	1404.37993370423	2069.57918928528	304.388498089474	510.486084188457	64.9807040208356	108.133957457595	1892.14364196174	1087.75828721406	5563.54116107765	1247.19482746555	2146.46379823291	1485.06701929383	5.93132806663238	7.15165395147863	15.0030447250025	10.4597877941573	339.910532893253	245.839397596092	1475.19460541407	2273.97796821168	264.734077794287	422.379115422916	204.26597156347	43.5084618909122	63.2507075961559	10.6410855202293	8.68441426314625	83.7564962694412	98.2360407398564	2647.24832000654	145.95510278182	53.0079461121003	11.5023886466546
other	51.3594773464841	35.7320898908608	56.4868616552086	45.9677061293092	40.0558814325453	721.747241898387	13.5204341878799	9.26499121492557	21.7019609841981	15.5319514891671	109.61055738408	110.188100930278	774.135252421546	307.413126989875	558.064615858938	1007.29630290174	470.580422624058	418.006849743424	6.94971753372688	7.43015944752062	13.2328931392976	7.16911756199307	877.095877291682	1386.4785884756	188.702513976876	412.512386808826	72.4941701985964	58.0384993670572	307.890224470606	33.661488938673	28.2646720782295	43.548823703582	21.7333023230545	931.964575223977	575.587772804401	1435.30738042113	1056.43222547244	448.492131442397	487.793583040347	594.904324055888	204.644764952675	75.229677127027	150.511122087657	120.614065092122	717.094705830789	255.425972641985	3720.02253801754	1942.90111679028	1334.74563031091	795.001173569111	2821.86102678789	306.60561478059	221.404927824951	294.96450275901	291.255819091918	1079.10428184373	969.88960859275	1639.33253853817	1220.10855350812	767.991440168721	2028.56765048631	18.6186629551436	8.80283865987314	62.2752526793481	47.3767366553373	40.8940830261081	150.750822191688	216.232969230718	64.1639927874475	116.004902463157	49.4850789087212	87.9091005070514	72.4554338461208	203.477494489804	207.916632114687	698.445426381034	603.35976387752	392.79865927612	501.073185721023	484.459552053414	376.241142927245	366.613209005776	281.230928172037	1380.0560556776	29.5682050452861	61.1150480899906	847.947028881225	648.711118019196	1404.09701652052	1367.59692383924	581.671802963639	621.820248970836	319.013307253894	218.769067541732	362.056642000134	206.012345363422	9158.71079305962	16570.1187144933	11584.4230282871	1578.1726698594	5482.77246969493	1094.34604362899	109.963225638221	91.288780683653	143.743876928238	44.640059779448	1736.7240201894	576.856064254928	3604.3180040492	1967.45508200051	2364.51256122294	1765.98009610967	2356.52574408654	53.9642342280409	39.2193158824187	52.8483352309304	43.3405221662862	23.0862773018719	19.2040696257226	539.880368770229	78.2699395191404	16.9101889254605	7.16443533429581
other	10.3666961592659	5.49519638307039	13.3932675315789	8.9753123349284	56.2535063981367	541.87335548212	49.6958087454358	21.9024287832369	10.2358895948444	19.779826895709	123.18863134302	265.025387635752	3587.5810137101	1723.87398388168	2730.3130023324	2777.94826805685	4761.4450091181	3317.089427532	5.67458956285347	4.38246399111237	7.48646512978272	3.92041987037929	661.678533551595	540.185846724128	487.260614287989	3198.04966714722	250.4174643887	178.592772033038	424.300228668264	12.7794725716647	10.1291901654352	11.1982191984936	6.42319969452577	733.917255244729	576.824524954719	1132.92723974191	903.737075746072	764.919201042153	726.769238304125	478.706288555495	3.65579278479765	3.69451654823684	23.2845371292048	25.8339236947074	66.8355316431923	48.7497856002733	273.153809333865	257.653243609543	198.897661548947	150.309078908536	394.967730198007	38.9756973624744	39.6458619668234	63.008141325963	62.28298575907	243.559749025628	304.164116889064	3882.36275675305	696.092073163584	171.935800683515	115.403931762025	6.17065726946186	4.62103375078039	45.6861396789914	54.3696661733557	375.281397947499	1902.24671733623	1536.86312972413	627.550925473787	735.552316728207	372.51467155509	16.0138684442885	17.2389568242218	346.963356489126	311.765475799058	695.582324303085	789.968354863618	428.200255727092	647.33215027583	334.183639123566	346.263634464007	368.433475543902	338.428738813245	602.467015094251	15.2003917769827	9.72163394815347	284.938197867376	662.999757849768	2526.65941692607	4776.54341224441	587.455859571404	512.004775762453	86.5476439287923	69.8636405427117	1195.11956270353	764.01542439464	2245.19659926478	3827.0176727987	4315.90639999783	1252.23395902862	2788.52353717208	667.024165618931	11.4476132996731	10.3271308957517	53.5762881117794	19.7929796301986	862.505470755686	440.797293070367	2381.71639130183	1984.53831024188	1620.78831848242	1429.02033537795	292.16393156311	13.418022036991	13.7981074008749	11.6796662516873	15.5624847295298	45.3995286847697	31.4914475071586	421.878650023659	197.650647376049	49.1574942971998	10.909293734508
other	83.5677445755678	23.9591614501057	9.2101051688909	6.25513431698262	43.7702273092604	281.966548825105	20.8570124301383	5.03494562005031	262.946989953066	244.768456385252	122.076066098693	123.841640409306	909.0309066525	3801.9582993341	280.867603564749	306.583419871496	368.133780184291	300.685775415596	92.1272926102115	28.5539366007096	342.68668923708	12.4180004040313	887.437666247746	3464.32043043557	281.799240121527	365.280211844506	449.974998942733	50.0568772340414	91.8843140222184	385.888499427878	413.339351923901	53.9180251964363	7.52569372551778	1501.89174127096	843.970941065297	1713.77719132649	1690.26305027167	2345.44299582141	2637.03580086343	1284.2700913069	99.0155901293736	25.4691095689492	39.0798620911594	25.1293895444409	29.0306158251684	18.6584459995063	85.9258902246614	86.3513463770672	64.847755448186	74.9523089088281	57.490513144127	150.052418931493	218.799283165649	2775.10431816352	112.967015266506	66.1061826181401	119.550704764619	79.5700552104	411.812649503815	86.0747643734564	36.0246821280456	4394.28495960794	2355.44959238114	177.668168407635	226.456478139672	1398.10157098767	851.292729156566	2349.16831388467	3956.58238020393	6859.42760645008	798.631713618756	147.879453961402	131.286313667167	506.859570305149	659.463153791448	952.032456680691	1275.76995160934	499.264941689794	550.273406618569	820.440300687512	863.561794500483	852.754244039125	1503.83651778155	25921.9865316116	135.937949905578	51.846493363304	161.446739971233	451.18617530407	208.96443658947	279.557247443586	152.578143508199	163.885599484664	628.744892843279	634.220139576829	86.7578275693839	169.92603315783	2527.08249157681	1264.67552025648	7433.49965549287	7593.93263760511	3750.95546303485	6969.93186697997	36.970692375083	14.8820815055666	32.4559840797622	11.4442558003789	6382.67086974805	278.451802838238	1575.63772502413	1186.00038348958	256.494323165172	201.403022799226	1636.7097052088	131.954900134091	82.5672726631093	15.6440135113492	6.49190302614498	46.5983472636007	48.9293832591739	914.5308300952	70.2561711900083	19.0201398697553	5.15906238927342
other	69.8030956320066	33.5167326085502	6.6988632600171	9.69148200721805	148.99858623787	3578.38721433629	102.813101933851	44.4847768700216	45.4957129600192	138.35731555902	48.6652604973572	97.537043002679	513.259777485202	654.233974592551	12933.4767312615	6369.86409539838	623.859284521855	3286.5970712478	24.0450725154762	15.7974924176823	19.307112096007	6.92637376915066	1824.90949610596	3.61900822893555	634.296285829387	701.522679488194	710.393717906536	144.002917783306	69.4114094250111	38.6813789269612	49.9640770803579	18.6158297359116	5.45483856423157	2069.38096754322	827.417504433166	4362.82459856523	4104.57105505855	1407.70066136244	1213.61628726253	2397.50825479382	12.0328363898006	21.5048796591715	17.4484646958899	25.7232264255819	53.0864352440738	32.7136960431114	1096.91696422809	827.502288001979	137.114100788642	146.946522794046	234.186553345984	30.3475260351265	181.463778703192	13.2540694840385	31.5806991008148	26.6248671505543	136.787281154679	218.364320980501	364.38129253181	84.9049351883411	46.5844847214476	52.0912449599195	26.6128409983193	12.0761623894323	15.0980394544204	106.128840390501	2292.02260662692	2581.40497785414	271.200381167813	667.016071347844	149.203150715955	68.9561518985533	111.467146432604	797.892500357453	1616.02328808701	2026.15048629243	2011.1108497139	47734.1336982704	32887.0963132546	2357.56428733652	2492.73336784769	2918.25452820609	3666.03979758457	1024.32009184447	28.1892465087806	5.70592418443131	494.843514988213	753.873100897226	952.234094534078	1753.70899099653	1581.20569960646	2594.52465153795	194.568065278899	284.630535296988	125.612006511394	261.931059934326	2012.71448200136	10448.441440223	4740.77783633847	948.095300381674	17533.1722463166	4918.03344164805	16.7002025051245	6.91720308512712	53.4538908560867	23.7298771418878	285.238265508824	87.4217621561943	35592.6776698029	45410.0781044802	444.521767876559	609.584287442776	325.291009320555	286.740449123494	349.618295054968	22.886639453201	25.7698859415314	87.0951207226954	57.2620891748304	7519.71751707914	624.069865249697	453.550437212931	121.850924095133
other	76.7944989638708	37.0101744775786	2.58468357944351	7.23443139681558	145.472643295905	433.981346308964	12.5534750351353	6.46137141360111	90.2693950081562	58.5000700004273	509.754938411468	792.905891817236	1369.93307978785	1005.79124035025	208.664540001696	418.18242623474	5246.8045678494	781.705834218522	6.5114281309388	1.81230970101043	0.614794230977383	2.56466949092311	2346.36571160182	541.916171826155	74.6971521641257	126.679958549406	319.488915642685	83.3003279511974	146.589127476872	2979.887507776	2812.26647470321	16.4499725453079	6.60127870277447	2544.68101986225	1600.460673574	4581.84459033796	4408.16223797788	2299.55088643764	2220.88398589484	1214.28791270878	60.1216161469488	46.9965481145312	111.944287766648	70.2557113673763	222.553138199594	126.041696189984	356.666416826414	269.208530099492	3004.16695969061	2689.42264762088	540.733441810682	122.927328485184	361.767105041003	24.7312884458218	81.7756245218044	129.036153921121	250.650295765583	204.150240050234	785.272546421905	704.275676379401	143.910318911157	108.588173781289	65.7691160525754	23.5111588232482	26.1451573056916	1309.02012051294	618.294416267876	1751.01910208973	652.475575493708	1197.54517818506	721.420991103031	86.3623404737127	101.267525606031	242.985468905866	430.835465826831	639.697222824858	626.034894678359	400.069045693498	519.454298471771	805.793785320925	705.727480601335	629.87773464385	1033.35807096814	363.348558584366	8.09221868183543	1.08367815227127	268.304767397194	586.319518930658	67.8362716284293	281.670515341445	301.967084393598	512.092447034953	33.2104980113069	21.9987225309959	11.6116737545125	20.3201766377651	101.675100409529	497.868792997189	867.604156978766	323.828169356508	275.400731932469	249.263125029101	3.80078080752397	2.26473738544701	1.99312873962741	0.431607265466371	124.614657257448	67.7991403497686	277.238750267547	529.65835280109	252.05930117735	352.237746836292	71.8548826943777	12.8969253743128	8.81482299573959	1.37999161433411	1.87706708990706	23.15973984692	6.6058032736568	126.360992618143	158.11861923288	8.93665193135817	0.813649040548081
other	13.3223990551831	7.88749473184617	18.3579891523703	10.6382806435429	104.623179582129	843.938529188342	13.195810144685	23.9347803153944	15.1455915492775	12.8909565336129	59.6193693024608	134.412089919922	1752.02911501013	1370.34922137935	476.237064807552	1554.0895639709	1370.74393602306	2032.52035870434	206.968486204188	8.3684006930803	3.91758945103443	6.82124958754932	986.764680635136	1397.55521176497	191.274272646235	1868.68153880291	99.7454674585721	114.931045121848	137.348543996682	16.9640510407787	15.740677870249	11.4384261607535	4.42999621329467	715.908992058723	953.502066157534	2408.03434460825	972.562746975445	497.637169701081	603.772628886123	408.547814792375	12.0110362853183	8.01260801173229	10.0469149724779	15.3609944414665	55.4573322641696	77.405397756698	956.198309409543	1249.40067116509	127.437882924515	140.271006985766	268.347673987797	10780.9503975543	6730.48239679997	6977.47042887023	5737.07163707907	51087.4042148203	27311.4650696001	49901.4051701898	40347.0952655496	37413.4776279899	41411.786481001	7.15766758763906	9.18794243003519	14.0603053108292	30.6898552851044	157.684266832266	689.057754348781	2620.12478060279	211.367465869951	1084.74782221661	127.348694574802	17.1241251755903	18.0290039421789	275.282518664404	391.010413073223	541.56858474771	1036.57743646483	413.490856907037	1302.70642886777	295.871138908643	405.456213748532	331.189000449595	644.546330806923	13895.406477744	110.176587046881	11.4839967057739	133.853675119158	895.006927527459	161.302302367418	560.858593216762	214.767455251872	238.000492699946	23.7792986527242	35.5529431147556	35.4281348092934	126.459213969733	3892.78731622299	31332.3920416234	5027.34380195012	17051.7138698025	4255.33767237488	4507.10548699184	13.1626744284641	8.65881055177	25.2631646079076	15.186362758747	1923.52128460848	159.663047720945	437.949202433197	1030.02235001868	116.649313486694	380.609597244005	53.3008316374261	13.8458363984606	16.6881234695031	18.7341429335593	23.5060433204385	48.3049909113169	25.6221148497704	1239.08876752621	218.655134917054	12.5700419886639	9.24234711649125
other	124.352351658156	78.1965518365359	7.10932490987402	13.4172933970476	187.725211701076	572.136865682343	8.3783784557429	6.10925695349134	24.5408788098255	13.6678524423042	92.7771846691552	193.703178674388	489.275623318105	314.922944527776	183.429446952318	223.401969464033	241.994063835673	380.275313206921	8.95503391175341	3.42709463179028	7.55678074697325	2.42490702327492	920.560077325241	2542.76684852714	205.422994609842	348.466698819493	85.3072323076109	30.1260253063255	115.854885482158	174.807071674523	202.907912847708	8.84416192058641	2.35791509263617	540.545303078654	649.222056671473	1460.36512787184	1286.9645763201	519.669607182392	622.867478942317	390.368303133177	35.5766314604475	26.9651060792595	40.2504776832599	40.796916917389	72.7727141477327	64.9723751696847	625.251798250122	261.603963971627	293.850762611036	315.588815052171	232.333453976299	111.000099632841	322.833634753987	77.9451637714735	81.3185070756579	101.031757613258	279.801322119569	244.358001836335	814.934244496033	378.141945638455	102.075614418685	285.493045208462	166.529342016731	50.1528476607301	66.4630967226409	392.970072340905	633.779945907132	1295.59162586231	444.722146933476	832.67082893006	177.848852174141	692.246153870495	699.623877997836	901.993917479563	1729.55358447169	1102.19374810719	1108.10411904537	755.840883338969	920.899638159486	2136.2356606953	2185.89348715896	3851.41489260657	6019.21768246771	3302.55447506316	35.5235710549243	49.9503601228104	397.584669244943	539.422339239821	146.373429319111	504.540589795982	195.955975066678	145.755696170079	343.16459083552	363.052717134578	43.7765945012605	78.8585987617067	601.373354035325	539.280891947921	1434.69395906595	1396.6804341944	788.43357188201	783.287593508987	5.83969110772673	2.56958377425875	23.5564070541989	10.6102539991141	134.65570566547	72.1174555674824	275.926881776863	443.010479313261	106.513184610935	213.447490004949	26.2990174232462	142.899649034524	179.71171729184	10.003378797744	24.491905082136	60.5283893568079	59.9598523590708	431.103124257947	471.735581800052	33.1486123437715	6.53912633930236
other	13.8924365567715	8.10402843307777	48.4257594826471	40.8699336051365	48.5504646990845	716.075732161819	16.1155376475794	21.8442900750113	8.89221727187662	6.85817434231149	49.7525965333349	180.299932812684	1777.35022734526	1558.8830685495	983.75932201394	2697.46492782672	430.065919877115	704.714308532772	5.841425292494	7.79564385295609	5.13350958078285	3.11489417311715	811.33037016576	25.6300222268269	544.16690194098	1772.32643315327	119.605742230431	116.742537191964	189.097519797313	16.3968867403973	17.9341977453107	13.9560258498541	18.0950933761473	798.41259857901	1073.93166532761	2137.41945003796	1716.9389634413	426.042345258334	439.939149335138	198.285783128343	623.092598382152	315.429641019556	985.895591356108	976.617987536656	6253.04890789869	2299.19187590149	40612.0346621809	21499.0170034262	13429.700927882	8018.65338206472	26816.5522481411	51.2304542667608	41.2612862765084	48.4974717448288	51.3723013542357	253.136759381105	379.05280360994	517.036423370177	691.222799763835	227.345737568742	242.677426342239	6.28168303193997	4.86552542273113	5.54999090551199	14.7542800617684	90.056349849956	233.596003514503	710.56987127161	71.5302914461879	216.817760948125	22.6880193242384	9.59476606205573	14.5693991286392	94.7587945034303	129.189911308444	292.705295674689	383.212368368982	272.23312131035	310.415299798136	130.128325586437	205.86516386639	207.606623553605	234.555646920523	6430.02231393635	34.4430133295212	9.25432502301889	519.740711475645	979.460434024477	4751.70867746687	6789.70374439148	356.318293183247	282.665559893799	202.987016629393	127.392807723137	244.010449611086	176.694474401913	676.042344243418	3242.88375493465	10245.9411517181	2409.96993830881	5724.69447158393	1426.51424129756	11.3601822654869	17.5351679250173	18.7228719556914	17.8557113734277	40.5400472183508	115.797348089559	568.580165791548	591.487846212116	198.28301729622	207.961687639481	69.4998063777096	28.2989192202241	23.6980814672987	61.6299493113534	63.2637124527169	84.252623268565	81.9851699089971	3083.57755873772	167.744511155697	43.3113271274168	8.64683278408199
other	5.15137974030117	3.81436092309099	4.83469550820897	1.33142598190481	144.232565526332	601.732162390828	13.4271738329353	24.1618047269634	8.35309742397545	3.45853816906542	212.648206832474	112.601197433183	2401.76535623227	1230.38053705712	3899.96629862539	2918.27459139701	1356.07364946003	1064.63085734988	2.83249752656947	1.1562643210243	14.4149067274753	5.39970526314461	593.398832827917	208.41681652468	299.680369844108	831.85514551139	102.61312087944	219.626268599374	255.184811522204	17.9050039661049	15.8810327053814	22.5337685962055	16.8466196101034	1244.55605458045	1381.04180581246	3134.59465238758	2360.401848585	823.263539082815	907.163175216755	935.741880075232	103.723020268418	71.6926945193319	492.654827858309	460.056609210107	3399.68834353108	1607.98969356332	31225.8924059861	20687.1928468991	6179.17681705964	4479.90128146618	21767.2755314293	87.5195405844213	62.5109212155869	134.119022057228	113.34206756303	960.438811103741	1033.73588056598	1663.95362154347	1809.55115610683	576.835812079828	796.535645183243	4.24951046528483	4.53393084853613	4.11592460295596	6.14554506715905	72.4758530151909	269.926212534243	755.415614450152	40.8511289355382	151.255746445007	18.8648988026354	23.8456618338438	22.2167292978914	1037.83248344058	992.326978473726	1174.26430774755	1410.05234840788	1143.69580674717	1298.33557139258	687.075789598922	677.362669679141	1094.81075940928	1197.84189532726	758.274131287072	7.74432515688342	3.50017745869893	23.6192655177627	212.623443607651	197.886620108731	402.240881113696	52.1947950557618	42.8184847075205	31.1635972693186	15.7897296478011	45.9972063254495	84.4620530523414	3007.41357331098	2771.59472440354	1604.07837288	1518.85456559404	1443.87335960009	619.754524979205	2.27336312054775	1.30042427651302	5.48389548435261	2.06525993381011	85.1838099094876	60.8291058132927	411.944127542839	414.283255798296	194.730290906622	201.931096148109	70.9840113369987	3.6641714162469	5.09666777518481	2.64132846512543	3.59273975582382	26.1368829571942	17.859120053482	281.28466880002	69.3554230781241	11.1839799779752	3.11467743586058
other	51.4075690402338	22.3251192865557	38.3960463528428	40.226103940063	166.210850323261	1986.30658026439	38.0115767950348	23.5364123433262	61.5832182075754	34.0390978368029	138.588499319904	251.028428267351	3797.45229677741	1337.13371866163	482.269412914381	8078.61809093506	1442.1010901088	4410.87552342143	9.33574635935515	6.88093547471943	4.30935967212011	5.84248661402114	10267.7775000326	39434.8503091201	362.040307573878	790.602977144378	90.7002339374962	82.1092728758736	1700.72474274902	1391.89224936623	1042.85453786225	18.0870586937582	31.7472038692949	1462.8783135766	3181.4771336474	3198.1897376739	2913.04313519365	1359.0969196962	1673.85617690137	793.009352353866	83.4953338042657	53.8473706772707	168.882803268618	117.432554777963	641.253768842964	472.953854152112	607.954892370836	835.607411535936	3405.16782650017	2646.39888782669	935.289198306984	62.7355480998092	139.876270931449	28.8920562626194	105.00446686215	233.277795950589	406.809549580603	218.038018406723	2889.41630081267	268.351991393601	77.1015412099143	25.112015489368	16.3597919809355	11.932920989025	26.3239268952478	421.33971139896	958.956040025158	9630.49261224777	289.062431564421	473.044199060156	463.752513845929	40.4309277076181	35.0749871933002	168.030109097817	192.748642153273	381.796816500903	326.895039744651	637.769407725951	525.342094847553	433.608625843051	407.72834624107	382.734802582169	526.862705210021	1243.54533348226	15.6998043837254	2.61111490683456	169.390870469975	456.526905577167	64.0717095227201	105.641978540011	143.040586609263	151.640489352062	24.9414427060932	22.1952525640279	22.665921187378	24.1817118062645	256.698549914086	344.529125369955	1756.4935690472	1022.00669671055	303.306399717302	1252.58354568556	2.2894886741364	1.98431594365983	7.85852135682788	4.53798405290315	46.7934767685193	44.5531508510608	240.78004826906	263.273696058793	96.2359354399663	164.002778813433	24.3707452226216	33.0172419304431	25.7445505210795	4.63496016071124	8.71663052065475	61.0676864435417	215.887471705504	484.771288423734	858.42044033604	61.7373990192522	5.8814449684732
other	29.4627972921097	13.811984794213	9.64589083976171	9.34562871221299	154.285940979347	442.464042758361	41.4750101376645	18.2190642865791	3.7716867575832	3.37172054356968	18.5218342935804	52.4210158834697	882.98675402756	522.947959489354	261.819667880646	313.233396654807	274.440248990318	957.003700709331	25.1839226441242	7.6652272798611	11.4718840017544	5.74271964574584	572.733247914425	839.201522084845	569.596942090676	1022.13699738637	577.288331139973	165.073055959524	88.7717519336911	13.329689143329	12.6483177040689	5.05567619803519	39.2527121746956	210.48758996841	211.586274719405	228.710240533804	381.604449563052	255.910554102468	243.719927258492	365.520529727962	48.0793762263693	27.1327387036696	17.3580351648387	11.5972790862175	93.7370601913539	66.4066417965223	273.743984993061	194.21522407089	361.938676878771	297.415880963328	282.38160743512	37.8858754617038	42.6166061260927	27.6887249068706	37.8846545452829	136.239976840265	252.552296982018	326.098689012515	468.745784925233	135.570548048792	83.9334783475243	10.9973505419903	11.2323005718002	4.28011199681954	6.76158416308112	44.7571769972255	170.722892988343	1063.74964947445	48.4670857448261	227.103311737154	48.5340415221035	11.0141497545051	14.1892267098899	53.8434460025527	92.4486209486041	198.804142024787	276.111291468522	262.204815532473	665.353533149908	209.278172375019	257.570912612203	195.519157187058	252.318210566657	12518.3696786151	34.7296502670015	3.53869660863175	386.703380811993	711.600289905425	386.709347089312	907.8700966048	460.810758077406	653.629469908282	68.4082612650059	67.1710667382881	170.484030083	196.262229632218	1658.03691927736	725.100647289211	1439.80942266893	4233.92895909614	1106.05645496675	1435.48133800545	174.821447332477	36.1740035936379	366.891292274134	96.6440132505431	4942.86764943007	1570.32090470496	5935.56121747028	3402.12664509032	25681.8907974114	21132.8332104816	2146.99645377254	130.253397342669	108.832302087798	15.7934852468579	17.2325624709719	76.4831222697659	35.3763071555576	432.979432942082	306.108988295761	33.8641657483569	4.09926358132244
