Taxa	1-FH	1-FH-PMA	1-UB	1-UB-PMA	1-AC-PMA	1-PC-PMA	1-Abd	1-Abd-PMA	2-FH	2-FH-PMA	2-UB	2-UB-PMA	2-AC	2-AC-PMA	2-PC	2-PC-PMA	2-FA	2-Abd-PMA	3-FH	3-FH-PMA	3-UB	3-UB-PMA	3-AC	3-AC-PMA	3-PC	3-PC-PMA	3-FA	3-Abd	3-Abd-PMA	4-FH	4-FH-PMA	4-UB	4-UB-PMA	4-AC	4-AC-PMA	4-PC	4-PC-PMA	4-FA	4-FA-PMA	4-Abd	5-FH	5-FH-PMA	5-UB	5-UB-PMA	5-AC	5-AC-PMA	5-PC	5-PC-PMA	5-FA	5-FA-PMA	5-Abd	6-FH	6-FH-PMA	6-UB	6-UB-PMA	6-AC	6-AC-PMA	6-PC	6-PC-PMA	6-FA	6-Abd	7-FH	7-FH-PMA	7-UB	7-UB-PMA	7-AC	7-PC	7-PC-PMA	7-FA	7-FA-PMA	7-Abd	8-FH	8-FH-PMA	8-UB	8-UB-PMA	8-AC	8-AC-PMA	8-PC	8-PC-PMA	8-FA	8-FA-PMA	8-Abd	8-Abd-PMA	9-FH	9-FH-PMA	9-UB	9-AC	9-AC-PMA	9-PC	9-PC-PMA	9-FA	9-Abd	10-FH	10-FH-PMA	10-UB	10-UB-PMA	10-AC	10-PC	10-FA	10-FA-PMA	10-Abd	10-Abd-PMA	11-FH	11-FH-PMA	11-UB	11-UB-PMA	11-AC	11-AC-PMA	11-PC	11-PC-PMA	11-FA	11-FA-PMA	11-Abd	12-FH	12-FH-PMA	12-UB	12-UB-PMA	12-AC	12-AC-PMA	12-PC-PMA	12-FA-PMA	12-Abd	12-Abd-PMA
other	7.10922424696057	5.72958385988349	6.65001360982045	7.52479775799908	45.4029775454362	379.720875488347	9.17228337326714	4.25181848479974	11.1233096781587	6.96062157740188	33.0006758974209	31.2129838381422	298.226690362003	277.029974589464	656.166385586766	385.800261983013	236.727016624032	1614.67759037109	41.6962416243406	14.4374362251535	37.5056623577962	29.8399750492295	452.656651833626	914.167025922243	3986.07516106253	3261.30426972706	2226.98379678078	891.664730733299	890.042456615901	31.3421445923916	27.2412356082184	21.6042866469328	8.07270216436244	358.39382597832	260.18197184797	4899.91425894473	3292.08667657407	521.366871203579	552.061493729245	1463.41636919387	56.7175192715413	27.9150042503079	12.8908710140692	7.55753451970279	46.2137024641123	21.4950562938107	286.966737016819	254.820458530684	123.674534310071	103.752499701913	114.125884379604	37.7194225173728	52.5714922184533	50.5504964939101	62.9578004096863	99.6385837904814	134.980586621884	511.745452024947	407.524091789987	132.955997139365	137.766807782257	14.471062749654	8.50055070636486	7.93429203030267	8.69038027581487	46.2474018125721	1262.65815301262	978.205947441339	142.968874081869	160.473826675153	89.4390486506691	10.4217843071017	11.1513510992893	164.674186128769	173.438818704071	492.033878568992	582.634628361939	990.071159726454	783.937991603209	476.283250158338	444.019114389731	233.594376019013	311.125449498478	672.8740565124	50.8935718909834	59.5501456836262	12973.0415733664	7979.16916573729	16496.3232118889	18089.9309712284	14532.6399247657	23702.8672301834	258.778600269686	194.429771830086	133.391877956998	111.01226981046	1517.40283648334	6237.90974378779	3088.16662198873	559.144689189171	9581.23914894552	1141.16815391111	13.5953238055137	8.5460301659299	16.1390479128867	6.3789901391355	195.93158771272	93.2754967859691	628.617149217623	528.496057935066	539.78241072895	522.252698538641	94.0263607558695	36.6268337687663	28.9895451871436	12.2953089083201	13.3399303063408	61.6977709870078	43.6224704095314	640.375792005894	121.197305257624	27.8860195343213	7.41994080641531
other	25.5547683860565	16.9488278612399	55.2853862923143	55.1640186753878	77.6813822517288	277.80134949314	20.6137364919506	13.1903862695394	83.6169722478428	33.4561195883201	237.419301593115	212.903129875817	1078.05753085352	593.957243698078	1540.89022756612	1967.013876146	4543.20653299063	435.000530444185	19.0536249488844	24.6072340739181	24.69246795197	22.646896843433	1734.70299827114	1026.21201856366	95.8279335899014	228.479238249293	55.7460069032408	37.0751007415302	57.4463195527815	143.311004449363	95.7802448277337	29.4927749120041	24.9462625456549	413.60040887709	430.474741749962	829.201088939714	622.027771229665	666.006455259545	593.812520932539	413.203642281102	1170.36705468807	677.47108227166	93.4162708358805	88.2961618556407	655.238594855725	353.414596735751	643.169358211352	497.502180502292	1015.55284289037	695.757820566839	1316.56509470076	93.5370143940648	88.8669344842505	163.202157280159	121.689780295998	390.015461298412	335.608175665996	558.494451437676	422.584766270014	274.239546294243	648.501860268839	12.9934444878982	18.2580099957533	14.2926853887505	16.9853835556725	33.6466281982068	94.3527028802466	569.296054356571	26.4404450662011	69.8837098315778	38.4667816720351	20.9481354570262	22.9101911523657	97.0776175399276	98.2145557689175	239.993771616968	260.583806539008	133.492435327832	190.467316768339	130.811805512967	145.723407466819	153.817391667297	262.397561467993	1140.41051195583	23.0506519419082	17.8265749262939	212.396443640854	317.683004388181	344.09361228196	493.23542148459	149.969910862833	138.570065569257	62.6571218363019	58.4857200587516	80.1355588470287	73.5187033454213	745.291654397454	808.802944983844	1040.07739147612	531.837549996483	695.586563119862	393.994262472343	43.5766972889616	37.6743960517347	36.3354821980328	23.4821423569716	253.545959593911	111.047205639772	295.103447282594	461.323107503285	119.531278166038	119.884711378305	128.749278744644	39.3772997080036	25.3182289472214	86.2177507558811	113.35254069115	33.2341572910052	16.746777300473	329.61570312731	44.1798849078283	29.3723268604249	12.515450273812
other	27.1515466894086	17.5164600915193	5.47028021918061	7.17182349308499	67.661504908633	203.039281857286	4.604825203546	4.97436666657362	68.7523150128553	48.0765650677655	81.9007599828594	151.267330799365	539.864696447979	507.986827489668	86.2783031648101	849.107303001626	626.919816284343	336.28960305329	5.90611170024472	0	0	1.70591833325506	1621.06117908496	7554.53289220178	53.764310368107	108.344782933722	96.036105194947	46.9237653962356	109.170136987911	356.371653851097	323.42216797294	8.58186787073311	0	697.422328665558	365.458019041799	998.444153153599	1049.98650502348	547.074811045987	650.465725525395	548.61369583265	9.86161749987351	8.68340966350941	6.55466404590661	11.2460126546792	81.4612411591389	41.1973107855653	266.58404314132	159.861108860188	598.559652541968	561.31886427464	88.3598001999199	96.9031751619755	477.3929648301	47.9800141887104	96.1272619837179	110.313482704773	267.03177772054	231.827463830431	1091.12454750956	452.962281430821	134.339686028509	126.198716585409	68.5864867100436	29.3225771984957	44.0489166512594	1387.42690557943	512.091267800559	953.490371059457	939.354123308072	1438.28569731015	609.192095355214	185.851042958232	147.424278846982	329.271613964557	525.142894169935	624.538640355317	857.013760076487	364.651683864205	329.094761886411	767.451286387931	716.855405529503	954.37260558064	1343.18862050591	643.749306280794	3.84473495231749	0.901025665222329	335.478562047852	837.237533612966	47.6058302764918	96.0369342534919	274.500197642823	954.369372832719	2.86887412819198	7.75976201146569	9.28791367490397	7.06069662201672	240.463359249698	91.9375881263848	730.579636644391	128.368442756878	310.508520804873	28.4461007212127	5.530287599229	1.50641516948509	5.80016355092525	2.87088355646228	118.412600342656	21.1393825995928	343.743778525667	423.447263194239	307.923113509535	264.100464631226	57.8166187640047	8.37747347162482	12.21516083428	2.2947917879503	0.624275988144893	22.8894417358648	49.4316365873922	149.203279671645	165.47613949704	4.5725485131347	2.02952878531548
other	4.58303023534889	3.89562718727753	6.35904355119189	7.19179127451144	57.6009908742367	371.746699487302	7.85905232572424	4.69361810593391	6.8448061204226	4.94511291087325	89.6281496948519	143.347783004657	3878.79886845856	1697.40458364266	8984.6052324826	7944.08596990508	2834.45979929578	3190.56858274091	13.6799418932339	12.8586772147954	76.8349299314569	38.9931664801954	8098.08457868687	2032.86884005993	16284.5736000079	8741.64155490538	1973.61655046847	3622.49507702486	4438.40020062104	115.747852990168	86.2956730233063	187.039265569687	57.7214092226866	9342.52921903703	8112.25510889668	21911.6556712697	14628.3718348645	3898.30292583512	3996.07560508792	6954.89634238048	3.1091409763492	2.19856696318381	11.266747079201	9.48347821523511	62.8479638417357	59.9370070870466	692.726297895902	524.477150128979	139.590503910832	120.603246919129	519.335670773349	6.55329967203153	6.11144156471353	5.0135179915681	22.2939136009098	47.193280063322	104.715936830788	151.965856160169	317.247604051533	47.099551160505	28.8556550721586	3.92796239840832	3.64389246178061	4.35930525799305	9.86801819978039	29.4732554596531	241.018914590513	1259.38936030866	57.0630840250437	130.942907095154	16.3865293539287	44.0993784982654	46.9126509090273	1182.46107988861	1150.22724045872	5763.72052327821	7603.03702841145	2926.13409788235	3722.45391811449	2653.73289438294	2980.01043162243	1201.94595747901	1565.42964493388	951.161208735783	3.16372826133346	6.26096120602145	27.0626633623794	479.943794410413	121.58939532364	350.405935732969	56.6078973914528	91.2779959121983	124.593493246503	88.5833404189297	192.186679639442	149.770332911454	4002.07404920985	964.44646668201	2235.17800959794	950.877161561855	590.094979433809	1015.81231221266	8.37911064155467	2.20371243230402	63.0312304000553	18.1115211468918	1017.69122697018	469.021425639567	3880.87810028495	2383.35206408436	1762.8593279168	2025.22586067974	1297.5839752482	7.10806345589026	6.58933306519811	3.21714120237151	2.96804330467912	13.0217986826986	16.0695130625916	355.398974795413	80.0509022284834	3.7626263284034	1.23706982934175
other	29.9371692455113	16.1323934741517	31.7151925463039	12.9202701889365	329.334535015041	832.472082468006	35.8872791785618	6.21531882046002	2.53083916457761	2.4887036616104	24.4500708276548	56.7028010131163	306.998228856055	359.857391260229	136.705558695893	145.49750516981	123.176450422139	404.892258800551	4.42583991284827	1.90177739601815	2.66122137152994	1.81661311131234	39.7059843128349	146.15318820864	724.327291326985	664.827263446239	138.586751588956	142.837631678111	170.311287356992	9.50413607913936	8.74372288130828	3.80780578941333	0.461810790019428	171.147453454898	136.81755907607	516.543299294425	700.611696047822	144.960835809629	280.759703125074	243.971863373292	45.7077860148237	35.0906656601153	265.859968420419	182.02262518746	2535.16118084189	1228.66003262734	3200.88103867346	2018.81686450312	17214.9493816839	11698.0426941797	15842.3383720966	31.356255552724	28.4000767473574	35.6842609777805	40.5020746550824	255.751326640707	334.442465541519	420.818736109292	407.098220924132	193.046522550328	109.477426599833	3.17701144031196	1.97397223960187	2.03091254256182	5.46009647332804	41.1929887727308	328.690835171498	343.48756840615	57.9991792843182	87.2309172249577	84.9750456742328	2.61786601373658	1.5824924558728	40.8872777933431	49.8571580099595	118.409042918469	217.321111138055	516.019654403606	502.33102792988	96.3055427230342	118.362197936625	71.8408696320347	40.9622003699364	145.62625218342	5.45895293871726	4.15779877757138	508.997418720551	500.842843117526	535.23538468989	630.224701332499	376.443108329361	533.798086047617	18.6696373437154	17.8381975238499	63.1609867217215	43.6809721454435	1284.48276756441	995.239177392874	4768.16057385624	249.197291009759	1295.45073931199	228.872363539621	4.11305059637738	1.78240494649964	10.196173983695	2.71748567354744	70.0534649590581	60.0295709305821	482.323199022692	505.035097815157	265.980297848749	238.828750036004	82.0910166299537	30.926398928593	24.2812013166744	10.6798643869304	6.50011441716334	193.450057551276	82.1431309424328	479.728435115876	644.685463881513	68.4400858744933	13.4476049020262
other	36.311101247094	22.9973347380811	1.7981806882018	5.9148969744808	91.8756127560643	249.499775088454	5.96505933935837	5.59589757538529	55.8586114543545	37.2592812395263	490.951767508669	749.689827320414	1360.19386376692	778.702471626119	166.879232349105	1355.5054095344	1886.63052383949	905.753307938841	11.0734351924105	5.90724688502291	0.522764279701447	2.61690991529949	1092.53157915407	7707.19955884376	105.108780160274	215.305352481264	113.224172788848	83.580475906331	230.84338005381	48.1599605377804	56.6807028585661	3.56545102062143	4.11628670267563	172.102575038479	300.676709339361	742.929344557029	693.361229385769	186.295295965039	205.096769874314	258.440970735141	52.8607134999368	41.6692851796076	132.055331714531	91.2480742688942	279.723743987845	179.751322040117	375.724161116749	295.561199447178	1109.29808223008	983.500899121187	505.335505039888	147.80731820813	380.826895270077	42.0584108927475	88.7163604678989	79.6480451801796	208.36912942463	134.561782636088	515.173560452862	861.440023200417	94.1087655315551	38.6152537378142	21.8008762874833	6.82644091110793	13.407111817697	333.18471442467	254.450266497699	358.309768817836	230.533854786259	321.078170790968	153.847245266167	36.0487603858237	47.8726282609721	85.5731340880774	106.124153517419	122.244239857034	111.12452112407	184.58993954115	183.844212449542	117.388875988255	101.554734757099	133.823128639037	154.680705929076	134.482466045919	20.6426280074442	0.921459896914885	626.395791855023	880.119778034713	57.1525153819437	79.8355377275398	419.078723130005	294.152862749411	37.0409535219926	35.9942698777628	9.99847677429578	28.6254139753476	405.378463870504	173.65403648133	715.755559624591	397.17669601138	237.800373654513	110.131068930346	4.44377072672871	3.46630262135211	6.35539781497583	5.13798584676756	75.6862891901112	32.4281994335731	376.354046864744	740.516462521	132.907288184077	175.558474746931	17.7383500678977	15.4214369813744	21.3928697459973	0.782278347141213	1.59608463411663	13.0047489436293	11.7956275677746	80.8781842272583	128.964130180531	1.75359325662705	0.691852059079485
other	31.8439655978048	11.8737102368479	23.2487910440432	16.1727235453228	77.6471296724671	213.285005693601	12.2864699301614	18.3690991115085	76.6384362174325	30.0648255976933	427.133089774912	383.714496235943	2341.82634647166	405.744560250036	217.193821075408	764.10734401489	5026.98826854321	620.212533253691	7.35397941958017	2.94838815729341	1.09111515368808	3.64134808656087	1735.16319322657	11611.6951119931	133.559202937023	352.801522487359	153.937950778816	113.558439339542	545.460721402766	487.505026841976	251.0218981436	17.4596544644308	9.50274823722792	688.968906332175	872.700885950113	986.606640903463	635.240670752746	593.827099078314	554.590427102017	506.05711776882	10.706465844772	5.16843321645592	13.9911817091908	12.7464806012718	43.9996713445106	36.0253836430181	79.0609096180681	195.031443303837	67.5634706049974	77.2271576155529	110.458202756192	86.0589921817566	64.8536888773626	43.8922199230262	39.4109803343332	111.091826349277	285.930845413011	120.823545677577	265.276207082442	235.81034229357	84.2082519420681	18.8061701401579	8.40813598932058	18.5735043209955	16.535623895156	261.930853815767	131.903282259743	761.219947162719	170.544993262167	187.794038848188	294.928624569568	29.7314964642353	26.1154262047881	81.4012185915382	90.6147195123236	197.789565638071	245.032784689963	153.264620781621	210.249238749271	164.524138824345	190.475769342676	238.349679488307	180.257932175437	506.346716683567	12.3101012419876	12.5012798779791	982.552352250457	959.275867098838	112.799804238444	116.433289932208	484.457979591995	226.669502893694	27.9394807951483	24.5494873237694	30.2598330097672	20.7230755104791	81.5363901949193	272.839661109384	334.167909546236	441.198295807528	285.242823169396	208.18043177683	21.2904589619091	11.2542532711777	21.6661750819592	17.6180316819202	47.3917941231056	37.6023521952679	148.904896835583	967.134927353249	203.055085281837	148.98646420489	47.307852610177	30.757105900376	19.5552968438708	18.1646072373964	16.6567628898434	27.7251980432087	44.4036919666059	188.683523063326	327.759312567801	21.3506127427486	7.03967388081652
other	6.3767321064139	4.19987554727305	2.83611060648032	5.69071524065063	40.5612518882193	705.926666165853	2.97099726903883	4.77401602197267	5.39078468795159	7.57290635320474	60.2090876105258	63.69144862219	2631.83451789577	957.697069137887	5832.83787271265	4473.38672781603	1955.13918283663	1962.3747458152	1.58774048203403	2.8356012609915	10.7186253667468	3.26754040667162	611.670197327913	734.696102809746	240.444585339197	517.786523622127	71.3144615342506	166.735089519145	225.388273659716	6.27284299485234	4.29069971215094	4.65017633443393	3.44286156008681	529.796440955469	608.021984260917	1399.44370520401	696.655345367964	303.790439500925	314.275016678977	208.326141556932	16.8664773659302	16.2956404421559	131.62818732647	142.193467435243	1004.19666484042	440.537435306536	5686.02463322788	3573.9498142291	1547.31440640233	1039.10324831449	4511.89512690819	18.4445063501533	26.4945142012631	15.2017694662152	37.3446962984276	103.518244162499	235.218517801639	209.016700544842	219.192422064673	108.57048515876	109.114525462375	2.9775488465879	4.85869133910231	6.15242207210002	6.80511773340687	42.2897904535815	131.195742822286	535.359908243821	50.7663615708155	111.296008722661	37.2514755634138	12.5716954081377	5.14808471020401	178.661936276058	172.875001195213	236.896036954686	278.448112495964	262.121934659787	390.938021563506	152.440281880219	164.140683785374	301.122722395193	228.71637371194	7262.94017325874	12.5967611928947	3.17917427417633	36.2335003788484	194.715729278499	245.489752904579	540.131718583369	73.0218372981849	78.4145130118266	42.3699789288879	26.2619731771442	79.6370300171287	118.971928810958	1897.39607076606	2558.06348108318	4933.97586735921	1537.56473082211	2511.08179572564	445.720622226436	6.37160425207586	2.42981826494327	8.01904336742913	5.64364020228208	131.310583992009	83.8228033138163	520.206440258625	500.306414777206	302.631193842192	287.16215657547	107.245639187747	14.593717286703	11.8216896001512	7.09445419450754	4.02777993500545	20.2182172176173	12.9564930573953	259.388372108908	80.9012756394708	3.45723351607797	0.954797175710226
other	44.1344632086728	3.65997946810546	14.3989343041273	8.46581975189027	36.5637541381274	172.047993551517	5.22129943586985	4.51225081898702	73.8225187800416	5.0331465911484	42.5361956817514	36.093929238455	604.129375258913	291.093703249936	287.106472315499	456.692401310385	351.176472645333	3.23968234161239	75.3389615593681	5.69525869065955	71.6602471659415	4.17632815750993	419.838100866817	1022.95399466418	69.9916901247801	223.881001986737	104.597056206642	25.0768310481817	164.848039988019	39.6500995082969	5.42379027141895	4.83774151483773	3.08028747020508	448.752845758398	373.467609258438	635.260097619581	385.977769639089	260.456786185489	249.807395687555	190.90213149121	168.428784139183	45.9590427056289	101.347831812045	105.193354249214	509.283912345039	220.854338524226	3409.34581211336	2134.55231650501	1075.63113383828	753.393453661824	2692.88858901554	207.308916888792	148.372260296025	664.145067335499	231.405812842297	591.272136436445	850.245445823708	1182.21066967929	1382.30581114097	691.863238236248	1141.76201633717	60.7179331850265	5.61290218663139	11.1810139509685	10.7125415630579	62.9126090808048	127.39559286962	408.232729220178	21.7436469715923	74.8081688160458	23.1478071488774	12.6472362779998	7.36322211715403	69.7142872348177	74.8225165502473	231.146620773274	229.432756305683	149.598335787677	196.847889681589	105.364022258267	112.856318104534	99.5153873078846	210.259858388378	502.33192618763	21.054169487387	7.19799648278386	201.749203310966	251.630885498229	867.025870470315	1865.69892068712	153.630165371725	166.284063606233	33.2687728841919	19.2826584670538	33.3828351414488	31.1920222526086	666.792602142925	1484.87404920225	1067.91613663216	671.140096513559	270.744965680933	406.320939028109	12.6227546560067	9.12274041029008	10.0358192812721	7.95310683682961	1289.25078969459	76.2663758262515	285.54808905415	325.183400955735	109.824870296173	105.490569741322	380.42844230731	65.9749676037107	11.4895978611195	30.3567677264776	32.9794391916375	16.104078262481	31.9877500302862	219.796289635667	97.6378564565308	6.48087710086498	4.53273242985914
other	7.49380128532268	4.72564073785648	6.66824880654887	5.81054527379511	42.7359014485418	593.55373617329	3.16319712010921	10.9238708554161	6.3954712766713	2.66072830816536	52.2367562673145	88.1876906597123	2236.42439956893	996.025487736796	3447.32410421467	2481.34938451203	1385.8886886361	1209.75465647786	5.86376453410749	0.323468793122795	36.3758616402269	21.6975011558431	1521.27953107527	3814.70323516595	493.46801157611	858.654860721495	193.242828300476	492.811786055597	574.902558290834	11.1108382722887	7.86897711598038	3.10877101572812	3.37757684263773	1775.07610902357	2087.3357730927	1669.57195170612	995.387997796973	687.442022438933	634.907169938974	363.50205760363	30.2213336673648	18.9270965877536	46.6441409338442	48.2428129788324	165.192764482032	96.7315566826249	1686.76689255323	1095.25555431893	385.119648684139	339.593241170921	851.136645620214	10.552743301385	9.78329416223195	8.82829245076769	25.2907617707526	109.724769279364	198.25402334457	131.322120017519	210.077924969244	116.566054226237	42.3618679941753	2.1614812721756	5.81963620025815	2.45641303464483	6.35503562807915	56.1897380957191	319.880427124255	646.681988476647	55.8474336439093	104.291597570334	42.0830675490185	14.7990427190384	13.0176713339177	125.735910210531	124.880859621818	292.401691503798	621.891925912045	451.99824306004	508.573152011896	245.896623414046	251.013853623286	1038.40153694837	1470.95078913546	2034.67403392607	9.59450329595935	1.0154524556315	51.7592839154838	447.644068111134	101.388170660564	367.739890298644	47.8934699851272	82.8702271177274	19.1683170030983	18.1151025294301	30.8514108054761	35.4834096525373	941.447155198184	1312.83800553487	2712.24614760257	1235.13082781308	706.96026572775	1653.31017184037	1.39915798268378	1.09139406177978	12.2731041453474	5.77763341934322	257.368907599459	164.499066953619	890.689659888982	785.373424932884	586.234431345458	536.056086765351	103.01344494926	11.3296564177005	8.65319037324735	11.5764200912735	5.82946926217393	41.9994388319934	29.3578979147393	388.121694239431	136.478319291721	8.83413354746637	0.217835345436437
other	5.22607966596863	2.40472523943504	5.95420296666246	4.21428674197274	41.8559522413072	271.625742102052	7.31279909980812	3.45029178621367	10.4366774915023	6.0524907249451	142.680935505985	183.957034633021	8367.99285856731	2549.32009728689	16480.7162157848	14901.0563167245	5900.59487468939	8164.26485408155	3.10345716131915	1.40763750945766	7.16274447716726	2.09160234666894	1218.46493392359	2484.16308854223	571.601392959561	768.772459723872	117.05027147962	130.532504391835	445.103611008508	27.6432849308533	23.8802573363736	44.2492171930074	20.1672757853873	1815.48091043379	1743.61550810516	3848.62346971766	2482.73077515536	1012.36728184595	1119.26898465315	1421.54894616948	4.16937578380526	1.52094368639464	8.72543069527736	7.3582489348565	40.1330847600793	32.5506465670657	344.574964160831	295.637705227958	106.484901054031	102.697912648481	197.525837267862	9.41572740018778	15.8321734050455	14.406763336647	18.8904973069455	36.2436983098072	111.505922041806	92.5851415688982	283.070311372546	38.065640682327	49.3131441407132	13.7564316476931	10.4710298056885	6.51395072686693	9.7193916952776	56.6131435664194	228.834223472774	2809.77930434616	85.8584400564478	143.175812062996	57.4899389724756	15.9945390333468	20.6576941383627	491.825327821594	493.321766271691	906.291006646256	1066.42813375016	739.531951510896	1121.86849601654	557.963554722469	628.726251588531	411.541458836719	528.668622633221	854.175541536427	8.58616904210594	27.855099581625	66.766197411988	404.812390485516	312.327650047342	799.850797859923	89.5942246734219	493.076608016507	32.7879945243492	31.8432256031719	51.801553935222	49.2920134868098	519.021400628068	449.578948876263	712.946553486097	393.286285645662	364.567799558153	738.830645234194	2.07569615111829	2.11085067262988	7.83716162911421	6.03419954434459	155.55430170268	114.782805844294	1367.08674884918	836.625839545771	296.946319405676	1383.13062490745	124.223024073977	7.04331549657564	5.34886999149268	3.61750083786375	1.96821247315818	5.8547091126012	17.7974201129808	268.02162127276	79.715976723339	1.60181059313853	1.65891769738598
other	24.6058686691853	10.4796484677219	1.18716612856484	5.82408642659475	45.574337488683	93.8177381048538	3.73088480872619	1.29545091973429	72.6140818538819	43.6908178344638	685.673618115949	738.587729569302	1313.63477212731	871.993295900598	207.594509398362	203.361636989677	4162.08487141587	483.99981192052	4.69975274222876	0.872047044653835	1.77495984895454	0.37022024141234	660.734568128359	4.87400341140906	30.2764191494728	103.108498123807	102.557677953178	28.5587424142938	44.7880345640919	106.434793942701	95.8189741564299	2.09525202616845	0.105880092872303	199.329835284677	211.855377485975	325.772328948497	306.857800698992	165.11468588025	151.531086929715	143.570651079858	19.6306064059548	13.3363409134092	64.8660127343164	37.436314972687	116.832413210024	58.7344265883688	204.675397204406	153.29994702372	1335.1471470456	1043.17799278825	251.842132239733	279.581737453079	539.533805133078	113.051895259703	163.840215488958	238.164364444738	499.864848155888	422.764492309488	744.671922759398	1677.38507617312	290.640252970911	41.0816729113541	16.6950165080483	9.7265046625191	12.4977582013114	613.488394126151	180.328652440553	602.859678891913	276.850920502579	405.066836916719	170.363857675879	39.3296195662789	34.5669040036593	67.6020305394439	149.681313030863	143.179662276319	56.2914679718302	140.276469767612	160.540323584746	176.846872475771	181.741529261562	243.342707857517	253.843192801822	403.639942771686	2.50316561080176	0.782166256835579	290.413976852212	204.727384728234	24.2564918857027	87.7559550449516	82.5352321572905	120.659972124772	17.7442757200373	6.01439979608585	6.57745948962481	9.85062867516843	202.762870925528	129.4869702942	588.904393151832	363.579099337329	5.53864890080129	107.593604541816	2.40037799014628	0.326923849074196	1.07893522795379	4.67281690433626	25.6980305742259	42.8184555984545	259.782298504242	191.145724560304	100.111665348504	102.34887218688	25.0948502506711	6.10877686259422	7.95284224010074	0.664024260454044	1.35481050020683	7.25411442171481	0.476786987826527	140.796741959138	69.9413472514278	9.42722451791482	1.46816843887069
other	7.33377798018964	3.46616612749545	4.18901695005532	5.08152313788532	95.8588472071631	589.109064074405	4.17418753177322	7.85636144638934	5.79281337651304	7.6606352883398	66.3066652836453	182.163121117887	4313.91994540503	1698.52180068526	4624.40776711889	4161.15918738949	1873.63621013952	1962.99780296309	2.05914588173869	3.41482203454785	6.14852837953324	5.46438194716575	1508.18182244275	1289.77039136052	824.910177398472	1131.38077240858	127.834282157535	162.043638038194	2046.78303176925	20.1902630451251	18.9564068155193	28.0503677491086	25.8973395474866	2032.74998945278	1628.34405284215	3751.42271129322	2456.93543375738	880.192411609161	916.00853813177	1389.59744213733	2.66758417958322	2.35791111329329	9.94088737256906	8.33592963936785	53.1126119125649	57.1648981573893	348.413222374087	369.232299732083	77.1726480431055	100.14188065723	192.415623269254	5.61027694985362	11.1225785704867	20.611371687431	28.8142484298196	35.3549229027267	202.664791710155	107.461657022065	555.873761077326	36.8325092930454	32.9919646589727	5.35357203844616	2.90827055315208	4.92459864028758	8.27709733890128	45.9670482739901	225.507866108619	2210.86376498023	66.2768219254383	213.501133691175	41.1316177477904	18.4869422004055	19.8707383486784	990.145129260607	991.505276867509	1619.50607250857	2128.68488692945	985.718171493436	1230.57766989464	957.246524007458	937.653362101883	1425.2412595526	1305.80045652716	1810.96035113789	10.3047389410504	6.47912827503921	82.1942063582049	597.970800996439	994.435989652828	1706.23545572073	106.955059143651	274.490880003537	14.8158071580058	16.0875558490692	23.9030268050393	27.4961759224102	1115.74907992189	31993.2197617395	2225.00276259085	1224.32086485118	803.220572890276	1111.48373197724	1.65267092502709	0.787809835777075	3.24997620682708	2.62742510211729	116.111679966566	133.584409053627	391.259024276573	502.691921318294	185.526472719015	222.21974635526	63.4963414457472	11.4786567939755	7.50609012295558	2.20019635141289	3.42801448329488	22.6109250700355	16.8033186926953	475.627190222728	108.024601117198	7.17391612787596	2.12276505368802
other	19.4324695494795	9.52492401985113	10.9410870305338	12.6682606790651	46.2799142382735	768.528532403543	39.4783275074166	15.6003647085829	10.4576455582922	7.79055911243848	61.1555108554914	69.633888963262	1951.12008270666	849.720178194684	5464.38881227427	3866.10699333455	1523.9371592018	4358.02014318774	2.04171712675133	7.50111228916559	4.45308601381014	3.89220841739764	269.999416332456	44.254014805162	77.6770309011933	314.094884046177	59.98417939399	31.3173650516377	48.5445526013651	10.7943276453171	11.2048165273169	14.7964880548573	4.30077266083124	311.472181732167	293.897345569608	1751.02123103787	1677.36825952943	708.588747849345	714.948327790599	816.567636437485	3.52667408029529	2.77090795669024	5.43820524440438	8.28947104651756	34.6789137646664	38.0472525749885	448.320328713293	400.414756939372	106.221679020838	100.072294018022	146.109034674461	13.6930244252235	14.809614441634	28.4339695215729	8.26716875600242	68.1217062212607	175.201028719259	303.751000692203	549.138275273015	81.3891141609028	40.5890037159524	9.18937956615541	8.36259876764626	10.1861346576163	15.741694862985	113.042305302611	1976.75537112373	1036.08894242192	226.819515937092	262.868277374702	220.484636977839	46.7674628397595	37.0723200130408	700.066352057936	611.364545941026	3471.8304458842	3322.54060662709	70739.3088918452	66001.3219661066	3731.84166221692	3637.52368843528	4287.42377726312	3656.92801676628	1020.42184488291	7.1771840139868	9.99852897893007	275.111880278711	625.571302546518	430.926331348699	793.643990678048	651.504659914258	1092.03730135192	7.14065261935712	9.42712757659441	11.1532752525841	8.15941991879473	254.576858355052	409.409515200454	297.976232555769	229.253058982028	214.976976385969	935.605676442678	9.34049083451872	3.74948043907459	60.3246043398933	14.5890437952021	699.983727647737	318.619758280675	20701.7110279431	9756.19264403203	1086.98057891989	1154.27240030846	356.567252925119	18.7664438013554	16.4686390901341	3.96649770067191	7.12171329796446	43.2565331421049	21.3034162071735	1830.80546092946	126.401957914185	34.1433388763174	9.40143026969154
